Lipid,Class,DOD100-M1-WT-cortex10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,M5FAD173-WT-Cortex10x_01192023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
CE(12:0)_2,CE,194223.2352294922,198899.35383605957,189600.57427978516,194121.27363967896,50913.96357727051,49618.86361312866,55628.72424697876,170046.1913909912,188985.39365386963,191529.11226654053,181537.25415039062,177208.31147766113,43779.26319885254,49127.3635559082,51444.80327987671,163044.15301513672,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(14:0),CE,174361.71353149414,107908.76762390137,103784.52690124512,103502.50770568848,43653.82319641113,49058.56335067749,44501.422870635986,99233.18690490723,107592.74710083008,111948.30752563477,95863.90637207031,90300.90599060059,37085.942611694336,34170.76250457764,40449.28260803223,85346.74568939209,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(14:1),CE,167934.35008239746,101516.40711975098,103069.94741821289,103306.90727233887,42685.24269104004,45816.14336395264,43761.02275466919,93945.5266494751,105616.70771789551,114755.32794189453,89815.82641601562,94580.62687683105,36128.2225151062,35097.92267227173,39776.48303985596,91728.62675476074,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(15:0),CE,253107.47875976562,259193.8380126953,259023.73706054688,264173.32067871094,110598.20782470703,99013.02743530273,101124.08694458008,257820.47827148438,266142.63873291016,262806.1593017578,247914.3380126953,246816.4970703125,100862.94711303711,93542.90643310547,116445.74822998047,248100.27880859375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(15:1),CE,279110.23876953125,268055.0593261719,267581.09765625,272599.61767578125,112505.00863647461,97831.46688842773,109607.08767700195,268707.93811035156,268890.8377685547,271941.56005859375,254635.35803222656,249741.7177734375,99233.0864868164,98567.50695800781,113070.38781738281,255572.7781982422,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(16:2) | zymosteryl palmitoleate,CE,292551.71875,286850.72009277344,293157.0216064453,297439.0616455078,113731.94830322266,101456.2074584961,110140.7073059082,280581.6188964844,318423.20361328125,314303.2229003906,291071.2001953125,265993.7189941406,108236.02865600586,103669.72769165039,119384.78771972656,274790.7999267578,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(16:3),CE,270792.63830566406,273550.51916503906,280845.88049316406,275931.4796142578,118023.78784179688,104182.76788330078,110097.02749633789,259728.7784423828,310266.3620605469,293686.3809814453,270211.9997558594,258171.55993652344,109016.26788330078,102616.72705078125,119627.44903564453,268572.4782714844,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(17:1) | 16:1 Campesteryl ester,CE,172803.25178527832,471428.01194763184,218880.09548187256,436325.72637939453,165967.61249160767,46261.54291534424,77847.66497421265,345805.9059753418,611723.5156555176,350131.3035583496,446275.3489227295,328314.5411529541,159345.89164733887,60428.163719177246,73089.96499633789,122837.10720825195,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(17:1) | 16:1 Campesteryl ester_2,CE,165014.77180480957,460792.76985168457,206078.07276916504,415234.27352905273,160566.41161346436,45343.343311309814,75341.58574676514,334849.38470458984,597038.2792663574,335558.16551208496,423873.5100250244,315089.0400085449,151612.76976776123,55816.66398239136,72327.7248840332,119584.48794555664,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(18:2) | zymosteryl oleate | 16:1 Stigmasteryl ester | 16:2 Sitosteryl ester,CE,289138.4790649414,604406.4444274902,375458.106048584,585151.3779449463,202646.07228851318,67644.66412353516,102739.50680541992,503344.5899963379,840616.2183532715,529500.3120422363,600648.3408966064,456015.0985107422,201127.7946472168,78328.40519714355,103999.52606201172,224405.7758178711,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(18:3) | 16:2 Stigmasteryl ester | 16:3 Sitosteryl ester,CE,315847.1044616699,619175.6261291504,365628.6613922119,595870.3013763428,202318.07664489746,71515.98536682129,103495.5284690857,507221.6766357422,850813.5699462891,552733.6976013184,620345.5288085938,458659.0358581543,201715.55276489258,91518.96710586548,101501.9271697998,254542.46154785156,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(20:1) | 18:0 Stigmasteryl ester | 18:1 Sitosteryl ester,CE,420065.75048828125,445063.4099121094,438793.0089111328,422728.80859375,196959.51458740234,143887.10974121094,149125.32971191406,414108.26794433594,741543.9924316406,592514.7603759766,463263.3770751953,387061.1658935547,213167.83587646484,152485.4100341797,159229.2709350586,336350.2844238281,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(20:2) | 18:1 Stigmasteryl ester | 18:2 Sitosteryl ester,CE,420005.08837890625,442481.47216796875,434864.95373535156,413933.3474121094,198226.1947631836,142786.26989746094,152263.0704345703,419701.06994628906,715989.0925292969,571387.8460693359,452535.7111816406,395618.7508544922,214638.8768310547,156924.85137939453,162763.43139648438,332064.9237060547,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(20:3) | 18:2 Stigmasteryl ester | 18:3 Sitosteryl ester,CE,340624.28259277344,373994.6680908203,377226.9892578125,362469.4854736328,181923.79260253906,143761.37060546875,146808.49047851562,346226.2841796875,655990.4508056641,518913.4805908203,402155.2277832031,322671.5235595703,194882.89279174805,152072.91143798828,153372.83123779297,281844.6805419922,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(20:4) | 18:3 Stigmasteryl ester,CE,348037.0646057129,426969.5148162842,402345.11001586914,402231.26961517334,157411.192817688,135987.24981689453,144343.5308227539,355207.22428894043,739420.5382232666,566264.937713623,449138.75494384766,350653.64825439453,170348.91171264648,147960.15045166016,149925.87145996094,433173.92571258545,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(20:5),CE,719790.7917480469,774021.0893554688,796451.9927368164,810821.262512207,261745.4785232544,228661.52011108398,246523.35818481445,768802.1929626465,1235624.6225280762,995561.2732849121,848273.2289733887,717188.4313659668,289770.39990234375,256014.09561920166,274553.0383682251,911030.2897338867,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(22:0) | 20:0 Sitosteryl ester,CE,636603.4621429443,760646.4669799805,476102.9566268921,524705.1521759033,238534.7177581787,214955.03761291504,114199.28704071045,491573.2315979004,4193570.2305908203,2436225.9285354614,1227538.8339004517,408879.0844268799,487762.71195983887,245699.79766082764,132412.4898223877,79871.64535522461,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(22:1) | 20:0 Stigmasteryl ester | 20:1 Sitosteryl ester,CE,631755.8412628174,759511.5723876953,460364.1280517578,508749.61309814453,238796.4598121643,205046.51355743408,112743.7882270813,483708.2539367676,4263195.970428467,2450399.517211914,1237139.4935913086,420318.2272872925,480094.97539901733,260850.21912384033,128342.92868804932,78654.8657836914,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(22:4) | 20:3 Stigmasteryl ester,CE,1016566.2236328125,1093322.7568359375,861990.7429199219,848434.1008300781,423409.32794189453,346047.02673339844,253103.3198852539,825638.3364257812,4550953.7470703125,2741932.9650878906,1526239.79296875,752051.2749023438,680709.7716064453,397991.8699951172,282835.4387817383,370215.2233886719,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(22:5),CE,964189.7916259766,1072980.8911132812,829280.7783203125,834771.65625,412156.6676635742,328844.22247314453,240096.01763916016,781182.6794433594,4551026.404541016,2730467.060913086,1502246.861694336,727029.6968994141,666926.9046630859,385240.2494506836,266388.83935546875,343852.4637451172,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(22:6),CE,964544.3095703125,1064576.5604248047,808378.1989746094,816056.55078125,398871.7492675781,318702.20233154297,238869.7992553711,792286.6184082031,4458070.431640625,2715212.2209472656,1491101.0864257812,704965.5673828125,645550.1623535156,377736.96826171875,258944.73635864258,318345.9444580078,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
CE(24:1) | 22:0 Stigmasteryl ester | 22:1 Sitosteryl ester,CE,578703.7203903198,503115.4162559509,356643.36696624756,439196.27604675293,87385.58686447144,101842.16680145264,80810.02714920044,502742.6997833252,741502.5326538086,901822.6605300903,507127.1789741516,380739.0824661255,85131.08557891846,202069.635471344,113668.9673461914,225753.29443740845,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
Cer(d14:1(4E)/20:0(2OH)),Cer,83618.00576019287,65684.10403442383,56412.82353210449,56527.96408843994,50969.50338745117,54219.64370346069,46970.323123931885,44911.30355453491,54409.42351913452,54645.64340209961,50728.86381530762,52637.56365966797,43835.36344909668,37801.322830200195,50211.7035446167,68671.68458557129,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
Cer(d14:1(4E)/20:1(11Z)(2OH)),Cer,100976.02705383301,75295.0057220459,83777.5252609253,82429.40523529053,53569.9035949707,57841.424072265625,51607.24343109131,66385.66468048096,69546.04397583008,60719.284591674805,67139.00477600098,67455.70527648926,45686.623149871826,42428.043197631836,58207.66443634033,122900.58740234375,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
Cer(d14:1(4E)/22:0(2OH)),Cer,1045563.1411705017,911247.462272644,727587.9548797607,763571.8783416748,769543.5727767944,733670.8095359802,861684.1185417175,1112994.5978775024,831213.9127311707,875382.1197280884,1118472.160873413,801876.4956321716,753600.4520835876,861652.8336791992,959443.559223175,159580.59019088745,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
Cer(d14:1(4E)/22:1(13Z)(2OH)),Cer,1003306.6694641113,888279.2268104553,705025.3226394653,741190.4307861328,757077.0777130127,704754.9338684082,843862.0259208679,1077618.9515800476,814783.9790306091,830730.0292243958,1072988.9268074036,790294.2203903198,735649.0568618774,810348.5375366211,916265.2725219727,155243.2335395813,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
Cer(d14:1(4E)/24:0(2OH)),Cer,138482.29209136963,123345.10816192627,111052.08710479736,114983.2476234436,113664.52755737305,110666.2273902893,123675.88765716553,126405.50827407837,120509.0072555542,124601.53079223633,142303.6293106079,108610.56880187988,99755.16802215576,109442.62785720825,134923.91022872925,163696.31212615967,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
Cer(d14:1(4E)/26:0(2OH)),Cer,378687.4689025879,553499.0198974609,593033.5422821045,567803.4783248901,560405.2588539124,581617.4612426758,491750.2019920349,594248.168182373,548219.8557701111,545936.8158340454,498422.53929138184,595145.3946228027,686541.7660484314,624075.7287979126,324045.42502593994,64156.52414703369,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d14:2(4E,6E)/16:0)",Cer,36569.24269104004,43207.30297088623,39822.062801361084,40826.863262176514,43469.96287918091,37170.0026550293,45688.54325866699,36659.842697143555,45839.003063201904,46005.98302459717,44292.143478393555,41108.84299468994,36190.38251495361,38377.00252914429,48744.80326461792,44330.06309890747,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d14:2(4E,6E)/18:0(2OH))",Cer,41047.64293670654,50858.54306793213,50843.64400482178,47052.38296890259,53326.20362854004,44659.78339385986,48682.6035194397,42400.46326446533,48923.643367767334,52557.204010009766,45784.5831451416,47095.68347167969,42600.90302276611,37220.92259979248,57186.80380630493,50339.72342300415,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d14:2(4E,6E)/18:1(9Z)(2OH))",Cer,38364.822425842285,50410.30330657959,43815.663246154785,48749.98352813721,48934.04312133789,45444.203437805176,50730.00401306152,42056.00294494629,51354.723876953125,52893.80425262451,46353.643493652344,40724.52266693115,40620.72269821167,38395.36275482178,54889.60378265381,48420.423290252686,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d14:2(4E,6E)/18:1(9Z))",Cer,36269.4024810791,47856.023151397705,45633.46314239502,43792.20291900635,50257.743576049805,35887.10263442993,46969.462829589844,37185.162647247314,46483.003089904785,49152.82313537598,44162.04287338257,43020.64310836792,38142.242767333984,36365.902759552,52689.10400390625,46065.9236869812,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d14:2(4E,6E)/20:1(11Z)(2OH))",Cer,68681.84567260742,74884.54563903809,59851.26445770264,62161.22441101074,61635.56430435181,59431.08422088623,60019.683948516846,51594.80355834961,63111.80439376831,64800.7843170166,57053.64440155029,57414.78372955322,48030.463024139404,46778.56330490112,65516.9846496582,47508.283447265625,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d14:2(4E,6E)/20:1(11Z))",Cer,39970.34275054932,46237.92321777344,42028.843044281006,46920.56356430054,46365.96300125122,36962.0428314209,42009.102840423584,35934.16244888306,46154.92319107056,45940.5627746582,40110.34262466431,41194.082916259766,42002.68292236328,34950.58248901367,45720.88299179077,44209.743576049805,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d14:2(4E,6E)/22:1(13Z)(2OH))",Cer,801460.8133850098,711966.7505493164,610751.699596405,602502.0379333496,620138.5299377441,580191.3209991455,671283.4963188171,825867.1023635864,666556.0680007935,688809.2840270996,832109.2857513428,594778.1061706543,587652.1475830078,628109.6446151733,781338.4214324951,155554.47491455078,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d14:2(4E,6E)/24:0(2OH))",Cer,126944.58731842041,130536.80955505371,108461.3470954895,128125.5679473877,130636.94964981079,112089.08768463135,136392.7901649475,117835.48852539062,133314.73202514648,132916.58863830566,140165.5313796997,113940.36684799194,117472.40874481201,105293.2068901062,141184.82913208008,139682.74977874756,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d16:2(4E,6E)/22:1(13Z)(2OH))",Cer,660388.5580444336,614847.6120605469,514617.9124145508,509987.17782592773,503404.5989379883,494670.71435546875,532292.3584594727,703883.7639770508,549434.6729736328,572129.3027954102,669993.2951049805,517497.06143188477,500433.3950805664,545798.8641357422,619767.520324707,193271.29486083984,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
"Cer(d16:2(4E,6E)/24:0(2OH))",Cer,152708.03100585938,142184.78930664062,141723.1703491211,144627.31127929688,142645.58950805664,133046.96920776367,142850.1102294922,139150.44946289062,149202.49026489258,142789.84912109375,150103.8106689453,137532.40991210938,139065.60968017578,131549.90896606445,149615.56964111328,182541.4935913086,Brain Region: cortex,Brain Region: diencephalon,Brain Region: cortex vs Brain Region: diencephalon,7,8,10xBlank_01202023
