Lipid,Class,AK0135,AK0140,AK0169,AK0154,AK0155,AK0168,AK0174,AK0175,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
TAG(58:4)_FA 18:2,TAG,239648.13708496094,132690.90966796875,335468.5235595703,91272.52746582031,157072.24993896484,202097.19595336914,381564.9234008789,194490.9331665039,21162.821823120117,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:4)_FA 20:0,TAG,194219.03591918945,109128.36679077148,209980.1353149414,70628.20516967773,102432.06816101074,151113.5129699707,224014.49517822266,156589.55157470703,15893.461120605469,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:4)_FA 20:4,TAG,702365.7891235352,416750.18826293945,727012.0352783203,153039.81329345703,402710.31170654297,397359.46142578125,789602.2052612305,501158.7953491211,19298.06135559082,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:5)_FA 16:0,TAG,157008.21047973633,82014.92660522461,228232.1127319336,40813.42288208008,67576.98477172852,98058.00692749023,178382.3126220703,122537.72778320312,17180.241302490234,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:5)_FA 16:1,TAG,137632.09092712402,71376.52490234375,188306.51300048828,36052.28234863281,59495.56393432617,84745.7858581543,165014.49252319336,107509.96743774414,14173.821014404297,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:5)_FA 18:0,TAG,392151.3461303711,194284.21517944336,476223.3558654785,113702.18801879883,173381.3133544922,275990.85763549805,427561.80685424805,333851.9440917969,23729.621337890625,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:5)_FA 18:1,TAG,537522.9778747559,282894.4971008301,453102.7671203613,170607.2932434082,267782.69898986816,368402.78228759766,500399.2191467285,459586.5735473633,18452.34112548828,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:5)_FA 18:2,TAG,166412.57192993164,86906.10598754883,170461.2137451172,84340.90609741211,84382.20643615723,116433.14976501465,207961.87237548828,135988.74841308594,19706.741577148438,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:5)_FA 20:0,TAG,271665.2187194824,146611.230758667,277704.29666137695,92879.54702758789,148197.93041992188,216695.78030395508,305015.1172180176,236808.4602355957,16353.98120880127,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:5)_FA 20:4,TAG,525188.0385131836,313551.91986083984,683851.9513549805,138484.8316040039,301091.5979156494,337497.22299194336,542646.5156555176,435639.89099121094,17934.24119567871,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:6)_FA 16:0,TAG,188515.83261108398,98127.36640930176,258369.73727416992,50573.723571777344,89308.06661987305,112678.62826538086,240396.07482910156,153300.5707397461,13126.300888061523,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:6)_FA 16:1,TAG,153313.41284179688,79988.74609375,220085.89810180664,37930.86245727539,69669.78471374512,98728.80743408203,180493.17433166504,127229.4482421875,17059.841186523438,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:6)_FA 18:0,TAG,524694.6739501953,254449.62063598633,676786.6049804688,123205.51025390625,203802.49118041992,390240.25091552734,537556.4331665039,511644.2322998047,22833.541610717773,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:6)_FA 18:1,TAG,274391.19662475586,147883.24838256836,302649.5401611328,90931.62628173828,137604.65133666992,195211.93145751953,319708.1223754883,233663.9364013672,24252.181716918945,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:6)_FA 18:2,TAG,535604.9543457031,281393.8413391113,456297.968170166,171864.15328979492,262848.7602233887,358084.866897583,500734.6826019287,454038.3321533203,18326.721267700195,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:6)_FA 20:0,TAG,446013.5387878418,243228.35794067383,513795.47326660156,126491.98919677734,253902.94232177734,311089.29776000977,484469.8937988281,362472.5288696289,24343.961700439453,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:6)_FA 20:4,TAG,305005.5255126953,163323.0535888672,339242.0086669922,101812.36659240723,172334.35009765625,220936.3966064453,376791.1410827637,260137.21878051758,17461.601135253906,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:7)_FA 16:0,TAG,199463.47311401367,103228.68670654297,269570.2163696289,56801.34387207031,92774.56726074219,124374.76742553711,296741.4005126953,171726.9510498047,18226.681442260742,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:7)_FA 16:1,TAG,179775.55270385742,97458.0475769043,266987.45880126953,52003.34341430664,81004.9052734375,103440.04803466797,231168.25582885742,148351.15029907227,14512.141014099121,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:7)_FA 18:0,TAG,416598.4320678711,213717.87634277344,545945.1807250977,98508.54446411133,180572.33291625977,263838.39825439453,492989.75523376465,319784.40686035156,19981.66130065918,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:7)_FA 18:1,TAG,339031.0456542969,173938.0505065918,427940.1458129883,107487.44677734375,165605.47149658203,269874.2001953125,365142.1912841797,353236.46490478516,29581.842407226562,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:7)_FA 18:2,TAG,258015.21868896484,146314.3712158203,308397.6983642578,95988.58682250977,138137.87002563477,196420.9923095703,319863.4429321289,231493.81533813477,24387.84162902832,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:7)_FA 20:0,TAG,1193952.213317871,812895.1039428711,3211269.421142578,205401.77688598633,664380.4997558594,595594.7951965332,690864.7578735352,868793.3781738281,21032.88150024414,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:7)_FA 20:4,TAG,222338.01837158203,119040.81074523926,226570.19799804688,81723.8466796875,130388.4086303711,173490.9542388916,300049.1007080078,192072.5518798828,16009.261138916016,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:8)_FA 16:0,TAG,163535.27125549316,95566.5855102539,238140.01641845703,54419.744201660156,75083.40560913086,106833.86666870117,193706.792678833,132773.8117980957,19020.981170654297,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:8)_FA 16:1,TAG,204303.7522277832,107943.02709960938,277015.31774902344,59091.724060058594,93610.84474182129,125274.77001953125,296100.0986328125,167137.1903076172,19857.681343078613,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:8)_FA 18:0,TAG,339787.14794921875,184058.6142578125,569712.3233642578,82256.64569091797,142793.54962158203,203103.71560668945,341930.20501708984,239281.57623291016,19029.50144958496,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:8)_FA 18:1,TAG,283133.3383178711,158142.17071533203,355757.7192993164,84618.00549316406,145917.93020629883,199873.01293945312,355503.0003967285,227665.0767211914,23293.141632080078,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:8)_FA 18:2,TAG,333792.9998779297,179747.95547485352,419320.56658935547,110133.72998046875,161167.0885925293,257987.71908569336,361797.82623291016,353281.8211669922,28701.801971435547,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:8)_FA 20:0,TAG,661660.4789428711,376796.02670288086,790422.1376953125,155607.41122436523,365126.576751709,393090.4066467285,665389.029510498,501294.2998046875,21131.901443481445,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:8)_FA 20:4,TAG,227842.93377685547,126300.52697753906,244449.8978881836,88099.6057434082,123780.0276184082,186456.59201049805,267623.3930053711,189814.71588134766,17688.58123779297,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:9)_FA 16:0,TAG,141497.83114624023,74079.84449005127,174363.81274414062,45856.023010253906,61537.88359069824,90652.78662109375,168097.3331604004,107787.70832824707,15167.18099975586,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:9)_FA 16:1,TAG,159805.3532409668,88750.22644042969,233672.8171081543,58438.6848449707,73382.18588256836,100145.00750732422,188387.01290893555,133514.59075927734,17404.080978393555,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:9)_FA 18:0,TAG,211626.2978515625,110091.38757324219,278935.25970458984,66139.52421569824,98625.92855834961,146200.1692199707,262921.73748779297,176199.1522216797,18304.901260375977,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:9)_FA 18:1,TAG,222981.71649169922,152509.57162475586,367763.7863769531,76453.06539916992,118171.98861694336,153437.9716796875,256451.05975341797,178749.09014892578,24678.681671142578,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:9)_FA 18:2,TAG,291440.6985473633,156370.2325439453,352344.02630615234,90479.00674438477,142583.44921875,193587.59420776367,360995.7077026367,228407.73608398438,25816.56182861328,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:9)_FA 20:0,TAG,384293.86657714844,222130.73654174805,418323.14807128906,103706.02795410156,218391.75579833984,251538.83331298828,409974.8737182617,322293.2459716797,20387.14143371582,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(58:9)_FA 20:4,TAG,281877.0596923828,142366.99076843262,286191.83990478516,97754.38569641113,156306.9518737793,226133.93502807617,331219.826171875,241567.73864746094,16527.341094970703,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:0)_FA 16:0,TAG,112033.68894195557,57547.943588256836,147669.5908355713,31475.782230377197,49170.98271179199,71079.66513061523,139438.34983825684,92117.606716156,10925.780738830566,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:0)_FA 16:1,TAG,104743.48760986328,59711.304748535156,134086.27056884766,28997.021896362305,48387.704360961914,64105.90447998047,132813.19036865234,82856.08628845215,10414.220764160156,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:0)_FA 18:0,TAG,205652.0769958496,117383.98751831055,353839.30515289307,64155.02505493164,108284.52923583984,143901.62924194336,354784.3226623535,186988.1713180542,10897.1607131958,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:0)_FA 18:1,TAG,124381.17013549805,70107.30418395996,152219.17108154297,43976.443141937256,67543.6854171753,88008.82724761963,195157.99391174316,103231.08662414551,12305.66088104248,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:0)_FA 18:2,TAG,116787.90856933594,60408.96437072754,132697.94848632812,40136.64323425293,59344.30409240723,80464.08638000488,157013.17094421387,95673.06771850586,12758.021011352539,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:0)_FA 20:0,TAG,6932419.112823486,5274502.271636963,6174971.331253052,846464.6287689209,4454106.3921432495,2325996.9694366455,9908253.45072937,4113676.90335083,722759.3523254395,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:0)_FA 20:4,TAG,175960.0115966797,92101.20756149292,205156.13425064087,55377.6043548584,86357.96663665771,130915.64916229248,242019.09635925293,163481.31269836426,12325.860931396484,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:1)_FA 16:0,TAG,97576.68772888184,53406.90350341797,138606.1284866333,29721.462173461914,46764.20356750488,64217.265197753906,125260.32760238647,81612.80581665039,11866.8408203125,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:1)_FA 16:1,TAG,118693.38827896118,58535.20414733887,144304.3108139038,33773.56260681152,50808.08393859863,66539.34461975098,140582.16899871826,91066.8463935852,11553.600856781006,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:1)_FA 18:0,TAG,147581.55017089844,81788.18592834473,198138.23388671875,44165.10340881348,71990.34379577637,106746.66813659668,192505.83277893066,132359.4507446289,12329.600883483887,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:1)_FA 18:1,TAG,151798.77114868164,94832.2857055664,263352.2219238281,59870.28309631348,85296.50540161133,116104.38775634766,262319.9557800293,143703.78952026367,16261.00131225586,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:1)_FA 18:2,TAG,127060.16734313965,69285.30517578125,150251.02857208252,45971.44281768799,62884.38362121582,91281.88729858398,197760.91299438477,108488.24781799316,15146.381103515625,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:1)_FA 20:0,TAG,388436.0244140625,243462.19659423828,407217.82360839844,88418.10813903809,224840.49771118164,221957.25625610352,485886.95623779297,286587.8642272949,20744.521392822266,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:1)_FA 20:4,TAG,302278.4205169678,172102.6125869751,372165.8678588867,85363.84567260742,156379.39155578613,204739.33459472656,420746.8524017334,258345.5770263672,12311.120903015137,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:10)_FA 16:0,TAG,106765.02697753906,56663.84411621094,134048.52960205078,35194.2829284668,48696.88368225098,73425.26483154297,130905.30871582031,87423.16638183594,13064.920989990234,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:10)_FA 16:1,TAG,101320.50775146484,54406.063873291016,129834.80899047852,44956.8429107666,47268.863708496094,66479.68475341797,128088.02941894531,86147.24588012695,13787.161041259766,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:10)_FA 18:0,TAG,167471.29138183594,85996.78610229492,214230.01528930664,53674.143646240234,76545.80465698242,123753.38876342773,219090.01585388184,149430.42965698242,13649.561073303223,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:10)_FA 18:1,TAG,114021.72830200195,67505.76446533203,132527.0314025879,49961.383361816406,69113.82513427734,85099.12637329102,146529.76919555664,101212.46765136719,15195.621047973633,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:10)_FA 18:2,TAG,128015.8490600586,80455.32550048828,168108.39309692383,55324.5235748291,79197.98608398438,99937.3676147461,175755.15042114258,118256.22848510742,18787.261306762695,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:10)_FA 20:0,TAG,187754.97326660156,109680.88751220703,379342.8256072998,65799.16499328613,112211.48672485352,127438.22941589355,224488.67608642578,159213.74969482422,16620.701141357422,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:10)_FA 20:4,TAG,445844.16900634766,246424.0814819336,475804.67376708984,124565.37036132812,242131.53520202637,319511.18170166016,495634.36013793945,368204.73046875,32881.56237792969,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:11)_FA 16:0,TAG,122919.32754516602,61683.92468261719,154259.9324798584,39473.08233642578,56263.94422912598,74302.86560058594,137782.0287475586,90926.16757202148,13443.640998840332,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:11)_FA 16:1,TAG,106952.12719726562,57280.46383666992,135040.0500640869,35634.042236328125,46480.60314941406,70588.82516479492,131108.1891784668,88015.56665039062,11210.900756835938,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:11)_FA 18:0,TAG,336503.87927246094,161991.41299438477,427706.0129699707,92170.70695495605,157453.1498260498,231416.7341003418,492800.15994262695,313659.7976989746,11866.060844421387,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:11)_FA 18:1,TAG,124456.58856201172,65570.28430175781,150714.85125732422,43790.32342529297,68021.80493164062,92629.08602905273,168978.21166992188,115253.98770141602,15241.88102722168,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:11)_FA 18:2,TAG,116222.68634033203,68284.30497741699,128695.02944946289,48307.0837097168,64958.604095458984,86320.68591308594,140458.73016357422,103199.40670776367,14582.461029052734,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
TAG(60:11)_FA 20:0,TAG,203546.5548095703,111138.90907287598,229382.5372467041,77876.5265045166,102219.3459777832,138600.78909301758,267593.53941345215,160843.9919128418,17103.821212768555,Sex: M | Genotype: cKO | time point: 28d ISCI,Sex: M | Genotype: WT | time point: healthy 28d ISCI,Sex: M__Genotype: cKO__time point: 28d ISCI vs Sex: M__Genotype: WT__time point: healthy 28d ISCI,3,5,Blank-1x
