lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023
TAG(54:3)_FA 16:0,0.0024814322918596875,7.726708765661522,1.5225805327645503e-5,0.9968866417605503,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,97318.547119140625,251093.2389831543,61687.82466125488,58438.98416137695,144079.39016723633,193666.67294311523,19306.281204223633
TAG(54:3)_FA 16:1,0.21132413378573636,6.335107857002831,0.11032338236418587,0.7397762695767194,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,52444.24382019043,64482.68537902832,34534.06245422363,35207.68243408203,43922.64294433594,50094.02394104004,20439.48164367676
TAG(54:3)_FA 18:0,0.43104150465516866,8.645415335866295,0.45773149579508743,0.4986860742772344,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,273009.2342529297,338113.3245239258,221601.5968017578,125736.54876708984,301239.97930908203,195664.73150634769,57040.364013671875
TAG(54:3)_FA 18:1,0.22023968634182012,9.49024688332915,0.11982675820763689,0.7292224602067782,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,467360.7895507813,524169.4227294922,391466.4060058594,307030.19580078125,474908.7526855469,406569.8758544922,117903.888671875
TAG(54:3)_FA 18:2,-0.22873610040567738,8.345327382112266,0.12923938380148314,0.7192219788917549,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,151065.83056640625,208087.2138671875,171073.4930419922,204503.4705810547,188663.2724609375,214912.9552001953,67268.484375
TAG(54:3)_FA 20:0,-0.1032432872638325,5.3689561446861545,0.026348419436374115,0.8710523206326507,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,21212.921501159668,21891.1815032959,20704.82135772705,23180.221450805664,23286.20167160034,21455.561477661133,18522.40110015869
TAG(54:3)_FA 20:4,-0.09030714509599926,7.210053114069862,0.020162414269520923,0.8870844161196306,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,71222.68518066406,85429.92663574219,71262.28381347656,83854.785888671875,82644.545166015625,71665.60540771484,72300.446044921875
TAG(54:4)_FA 16:0,-0.10028655552137183,10.838391243043779,0.02486474742181599,0.8747045506229691,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,752926.9150390625,2426072.8455810547,387466.1301269531,394552.2039794922,1349423.0673828125,1925240.4794311523,22971.2013092041
TAG(54:4)_FA 16:1,0.03132640848222469,7.703648969878632,0.002426550283416873,0.9607120744659746,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,102899.6869506836,241566.7357788086,60785.54428100586,60033.04479980469,140169.82940673828,184607.31423950195,19888.46141052246
TAG(54:4)_FA 18:0,-0.021403642510895857,8.611499017772614,0.001132798810431268,0.9731506074134587,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,202989.85522460935,356178.02362060547,155722.69012451172,116603.98797607422,298737.14166259766,304893.02099609375,61425.82455444336
TAG(54:4)_FA 18:1,0.5286975438259446,8.82938387196261,0.6873553107943735,0.4070653968795442,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,328562.2840576172,372916.3830566406,270512.3541870117,137067.6700439453,318922.22540283203,226601.2787475586,59419.984802246094
TAG(54:4)_FA 18:2,0.029503012535175996,9.460599966582546,0.002152330769604305,0.9629968411457777,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,362616.9887695313,477306.7934570313,426337.36853027344,373306.3642578125,438840.1293945313,414908.27734375,129114.490234375
TAG(54:4)_FA 20:0,-0.24273524815344782,5.114929246340588,0.14550051001242542,0.7028728593719513,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,18216.421340942383,16934.001174926758,14929.520942687988,17864.701286315918,24357.82221221924,17205.761150360107,16650.241081237793
TAG(54:4)_FA 20:4,-0.2009903131815103,8.84004775824695,0.09981150403700667,0.752055953905894,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,215972.33544921875,223070.09692382812,221672.15698242188,245203.8955078125,251819.53515625,258439.87646484375,243623.19775390625
TAG(54:5)_FA 16:0,0.0329575940592022,8.629434574015134,0.0026858596902457066,0.9586679117556898,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,173815.75366210938,505118.9419555664,112897.94790649414,94699.68594360352,293059.9981689453,359914.07205200195,18004.6812210083
TAG(54:5)_FA 16:1,-0.047587183512579075,10.778765315843035,0.005599461612291634,0.9403503299086584,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,738291.4484863281,2390938.0006103516,361552.12927246094,374479.7854003906,1323234.896850586,1762077.9721069336,21322.941482543945
TAG(54:5)_FA 18:0,0.11553473889453579,6.076311943034862,0.032995899601473866,0.8558591849330615,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,46132.16293334961,41715.44291687012,31542.362144470215,30146.042053222656,41770.663024902344,39006.022521972656,18872.14123535156
TAG(54:5)_FA 18:1,0.035446016177839886,8.731400140131552,0.0031067459094629157,0.9555503749495079,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,215725.63568115231,392650.10803222656,185094.7739868164,124778.10766601562,322199.8243408203,321606.1256713867,64764.24411010742
TAG(54:5)_FA 18:2,0.28888341634195025,8.75427062975328,0.20601688669239587,0.6499074031064462,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,234887.41400146484,345197.802734375,282089.9779663086,159208.7305908203,308835.8635253906,238090.3939819336,60572.64437866211
TAG(54:5)_FA 20:0,-0.022879794185071373,5.5552692795336025,0.0012942934940838313,0.971301263976347,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,28018.88186645508,29478.021743774418,19604.981468200684,23696.881896972656,30866.282333374023,23203.60167694092,17917.581367492676
TAG(54:5)_FA 20:4,0.0534336733693368,9.162081210863755,0.007059721858240664,0.9330388200911235,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,250644.51513671875,318093.1640625,318614.9033203125,259594.53979492188,298196.55993652344,290583.14013671875,341073.00817871094
TAG(54:6)_FA 16:0,0.4202811611831479,7.24464790227335,0.43523298677564526,0.5094323094686874,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,85247.54592895508,169770.67163085938,63587.00506591797,56707.184020996094,82788.10534667969,90747.62557983398,28894.021728515625
TAG(54:6)_FA 16:1,0.047855844382904036,8.595575039175154,0.005662806106556673,0.9400145150161765,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,173473.73052978516,503260.65924072266,100323.22732543944,97345.82723999023,286427.1427001953,339951.1645202637,20387.70156097412
TAG(54:6)_FA 18:0,-0.024943499769831783,6.122270360141057,0.001538367601256141,0.9687133701150328,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,40805.38287353515,39184.74279785156,34072.2423248291,35837.102447509766,42113.86315917969,37953.182678222656,25229.681915283203
TAG(54:6)_FA 18:1,0.04285086611451948,6.1371311407492835,0.004539994642022371,0.9462796027744526,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,43836.12274169922,40131.54263305664,36672.00230407715,32961.44268798828,43180.003341674805,41792.18295288086,20671.58152770996
TAG(54:6)_FA 18:2,-0.05753156190234851,8.529911352008074,0.008183980324247386,0.9279174243147564,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,157997.5714111328,328983.82208251953,182370.7149658203,124195.98901367188,281157.6409301758,282689.5408935547,55558.423278808594
TAG(54:6)_FA 20:0,-0.1511477769598969,5.02317107311812,0.056456204717449054,0.8121873600028,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,18354.06145477295,16228.481178283691,14856.20095062256,18326.521392822266,18618.80139160156,17794.52155303955,13981.66104888916
TAG(54:6)_FA 20:4,0.32081493524224974,8.205971171735596,0.2539776135072316,0.6142881390509494,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,170354.89080810547,189934.15380859375,212539.87371826172,112843.9271850586,188684.55505371097,162560.95141601562,61396.84405517578
TAG(54:7)_FA 16:0,-0.11936760026167505,6.916121925700467,0.035222204646913724,0.851130804589541,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,68150.86328125,78003.906005859375,58284.405376434326,64442.32403564453,68662.80471801758,87115.20486450195,24206.761627197266
TAG(54:7)_FA 16:1,0.4094252782651477,7.2220309924788335,0.413112877415756,0.5203937453539418,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,85146.00634765625,167617.61224365234,59389.683837890625,54179.78366088867,80429.46588134766,92863.967041015625,29374.701934814453
TAG(54:7)_FA 18:0,-0.19440041312917863,6.0981374654141565,0.09337181108048753,0.7599335775225936,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,35523.442443847656,33919.84242248535,34953.1423034668,36814.98243713379,38533.362701416016,44214.403411865234,26289.241897583008
TAG(54:7)_FA 18:1,-0.05494111325803892,6.089134019548019,0.0074630770069461505,0.9311571095992268,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,38540.70278930664,35646.08233642578,34085.28259277344,34879.74237060547,38014.34225463867,39672.76281738281,27554.221923828125
TAG(54:7)_FA 18:2,0.11389733425649216,6.177643947523408,0.03206763027125703,0.8578793058537009,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,41618.34295654297,47973.323150634766,36404.42205810547,33746.78242492676,44156.80319213867,37769.96226501465,25290.36166381836
TAG(54:7)_FA 20:0,-0.1837953882815027,5.735668436256548,0.0834669821808518,0.772652907686579,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,24500.74153137207,29270.621994018555,28044.682037353516,29409.742393493652,35066.142082214355,27651.401580810547,21194.221565246586
TAG(54:7)_FA 20:4,0.45515202522111753,6.2389296826940415,0.5101227438449314,0.4750857260419248,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,48213.86396789551,52386.08295440674,49383.62363433838,28791.121963500977,48526.32357788086,32827.08174133301,19854.32154846191
TAG(54:8)_FA 16:0,-0.09992970651629778,6.387096768740698,0.024686507863137308,0.8751507434520708,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,50907.384216308594,42555.5431060791,41117.70330810547,43191.60330200195,50443.10345458984,51646.62344360352,26868.181884765625
TAG(54:8)_FA 16:1,-0.17711607655610537,7.128659053904495,0.07751996219258217,0.7806868452888217,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,77990.0458984375,86560.26544189453,66962.38401794434,74394.58395385742,85384.66761779785,100697.44738769533,28112.962059020996
TAG(54:8)_FA 18:0,-0.14954567555197007,6.664147945004613,0.05527337616297247,0.8141288636525458,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,54149.084075927734,55738.62454223633,51473.22302246094,48373.2033996582,65575.94403076172,65930.00457763672,32772.021881103516
TAG(54:8)_FA 18:1,-0.25653865503791157,6.655976384312666,0.1625161433694302,0.6868504511603151,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,53109.44354248047,44851.32290649414,54349.32443237305,48965.34307861328,61141.26354980469,74778.52432250977,32958.802490234375
TAG(54:8)_FA 18:2,-0.1103945897672288,6.367741266139366,0.030126252919217222,0.862204071707579,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,44008.7233581543,45491.62258911133,37979.72247314453,43451.603271484375,49747.863372802734,43558.822998046875,36988.402252197266
TAG(54:8)_FA 20:0,-0.17129818951589762,5.925742015784048,0.07250959114026045,0.7877172610065618,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,32848.62226867676,32055.022338867188,28483.501983642574,33200.00241088867,37069.14289855957,34556.18242645264,23918.601539611816
TAG(54:8)_FA 20:4,0.008274374206648644,5.3501615509541605,1.6927506908359646e-4,0.9896193557228073,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,21954.101776123047,24247.62181854248,19729.501541137695,20025.741287231445,25682.321899414062,19425.201442718502,18129.121383666992
TAG(56:0)_FA 16:0,-0.05964468041987679,7.525728233924473,0.008795992805971764,0.9252783949258628,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,87123.10568237305,87407.56600952148,101787.66709899902,86589.98574829102,93392.34646606444,108849.70791625977,101798.86618041992
TAG(56:0)_FA 16:1,-0.2177712151625935,5.8370449347551245,0.11714699026026665,0.7321496478163082,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,28831.102325439453,31752.26205444336,25593.26173400879,28636.842224121097,36607.762786865234,34656.46282196045,23676.841690063477
TAG(56:0)_FA 18:0,-0.15152769724232096,6.23201590032616,0.056746384838902486,0.8117143458921362,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,43075.94273376465,38486.24249267578,36492.32238769531,36218.362365722656,41190.24336242676,54800.58377075195,25687.941925048828
TAG(56:0)_FA 18:1,-0.05648198266497593,6.3963202327881765,0.007887613385818781,0.929231132650724,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,37731.74282836914,52191.043395996094,33125.52222442627,38173.48265075683,44130.54293823242,43137.48360443115,56905.6833190918
TAG(56:0)_FA 18:2,-0.062349042844998204,6.207370639008331,0.009611171404685592,0.9219032450561433,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,41023.14303588867,40264.963317871094,31257.562271118164,40685.04266357422,42359.84274291992,33110.66221618652,38811.66226196289
TAG(56:0)_FA 20:0,-0.14677857671065941,7.972601003523374,0.05324941256549212,0.8175025457966354,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,126400.20922851562,131230.75024414062,123876.30810546876,142800.6307373047,137864.36962890625,137633.34936523438,113286.24865722656
TAG(56:0)_FA 20:4,-0.0958669549446602,5.324104369571076,0.022718461517243327,0.8801915106882984,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,19542.50146484375,21767.82148742676,20306.58154296875,23222.921546936035,22785.681747436523,18864.721534729004,18941.801399230957
TAG(56:1)_FA 16:0,-0.31339659045329765,5.854159181685268,0.24237046194798498,0.6224992601202544,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,29099.44206237793,27709.621948242188,28368.04234313965,29944.72201538086,35998.762283325195,40580.76348876953,20548.841331481937
TAG(56:1)_FA 16:1,-0.0468772203864882,7.580357560604932,0.0054334704645953025,0.9412394879656825,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,91794.7063293457,89541.08508300781,102900.5069580078,89452.44689941406,97541.0672302246,107523.96685791016,112207.1460571289
TAG(56:1)_FA 18:0,-0.08649077589426354,5.943766508873446,0.018493590173875418,0.8918282851062981,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,33996.42219543457,36260.08262634277,29969.3621673584,28938.94189453125,35705.58289337158,41833.80288696289,20360.781692504883
TAG(56:1)_FA 18:1,-0.3489739181049098,6.351559921897058,0.3003901448787473,0.583637938318041,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,39062.34228515625,39133.02275085449,39367.00308227539,41675.12289428711,49483.96420288086,59321.32452392578,31410.142196655273
TAG(56:1)_FA 18:2,0.008503095725575298,6.4823315903994505,1.7877558957479778e-4,0.989332043628263,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,43748.443450927734,49194.1435546875,36763.041664123535,40694.32272338867,44690.78266143799,42031.88300704956,64401.1658782959
TAG(56:1)_FA 20:0,-0.23299411029172193,6.951441341001164,0.1340866554819513,0.7142319233563001,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,64695.24530029297,69733.5244140625,59051.583404541016,77232.52513122559,72426.30474853516,74662.14456176758,36528.12268066406
TAG(56:1)_FA 20:4,-0.008080442306268134,5.576608548791488,1.6143697075676755e-4,0.9898625231306205,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,29421.94201660156,26536.54219055176,21710.981552124023,24973.521911621097,27138.642066955566,25811.92186355591,18633.74124145508
TAG(56:2)_FA 16:0,-0.23466421849032426,6.070825948624131,0.13600680586658598,0.7122835092978079,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,30085.86195373535,34225.66229248047,27711.26205444336,32681.382705688477,37233.28276062012,37484.74286651611,43486.843437194824
TAG(56:2)_FA 16:1,-0.18109339518695985,5.894073598128492,0.08103355064167772,0.77590163067805,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,33518.60232543945,30161.16192626953,28116.80212402344,28262.102157592773,38180.7227935791,38668.36289978027,21458.481323242188
TAG(56:2)_FA 18:0,0.11104858529305744,6.1259944239340145,0.030483889347578952,0.8613968080016926,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,42583.26321411133,44730.78332519531,34413.9227142334,29958.802139282227,43118.76300048828,39895.68280029297,23245.26155090332
TAG(56:2)_FA 18:1,-0.22765609932772862,6.035067580062712,0.12801375042988639,0.720500405332641,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,31322.502471923828,35653.58255004883,32373.122360229492,35248.44216918945,38434.822814941406,41891.00309753418,25465.261795043945
TAG(56:2)_FA 18:2,-0.2733929353956097,6.3645563035815895,0.18453636751485192,0.6675033974758029,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,38017.042541503906,42349.48289489746,42597.222915649414,45035.14340209961,46382.1637878418,56579.52444458008,30946.502197265625
TAG(56:2)_FA 20:0,-0.3008239602566505,8.060706670380677,0.22336635755937095,0.6364868074030045,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,127904.8881225586,176732.93237304688,120274.62963867188,210208.05432128903,170964.05340576172,121554.58728027344,55912.803955078125
TAG(56:2)_FA 20:4,-0.08096739149597897,5.077631567617136,0.01620579298219127,0.8987013967569568,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,18510.16128540039,18082.881317138672,14333.420860290527,17199.30108642578,18257.62117767334,18077.441375732426,17971.461193084717
TAG(56:3)_FA 16:0,0.01785121550876644,5.8999173068997575,7.87911226552751e-4,0.9776065154299695,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,37540.88243103027,35059.482330322266,26445.001708984375,32351.10235595703,34404.68231201172,30380.342010498047,22100.261459350582
TAG(56:3)_FA 16:1,-0.25319377428185885,6.129407428677919,0.1583056824556479,0.6907212481499854,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,32364.182289123535,33711.28202819824,29540.58179473877,33847.822021484375,38938.602798461914,40898.842781066895,43707.043601989746
TAG(56:3)_FA 18:0,0.08887339084589688,7.3378565553991,0.019527571374055697,0.888864562218143,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,85342.54643249512,177172.9132080078,53507.483810424805,47650.383209228516,100376.10720825195,142189.14962768555,18396.621215820312
TAG(56:3)_FA 18:1,0.17035740837276808,6.3639417944121215,0.07171786339790744,0.7888517998715351,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,48011.78326416016,55908.443618774414,45801.18280029297,37554.90223693848,44234.12341308594,50578.144439697266,22891.34178161621
TAG(56:3)_FA 18:2,-0.27170745459985157,6.286555453935322,0.1822709890780061,0.6694288089327625,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,37304.16255187988,46545.643127441406,35973.92251586914,41141.12275695801,45689.123138427734,56424.18342590332,25345.982055664062
TAG(56:3)_FA 20:0,0.13965992189319806,6.860580657421465,0.048210342812581075,0.8262071966095155,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,64340.3450012207,85376.12501525879,60991.7840423584,59268.20422363281,75857.60513305664,52943.18315124512,32250.822052001953
TAG(56:3)_FA 20:4,-0.16638165322472803,5.927276142063514,0.068409262156365,0.793667129376887,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,33065.04243469238,30687.362091064453,29261.54200744629,35278.84280395508,34656.562438964844,33912.702392578125,24591.201629638672
TAG(56:4)_FA 16:0,-0.027717597751580902,6.099411453640654,0.0018995719322560944,0.96523594284697,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,36549.642822265625,52126.82421875,28226.70217895508,35983.202560424805,39857.70265197754,40346.68249511719,21459.48126220703
TAG(56:4)_FA 16:1,-0.04129849153872213,5.8966342189416325,0.004216944670361045,0.9482233597398323,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,37735.5627746582,31386.002227783203,27414.761825561523,33837.36242675781,35114.122497558594,30171.222290039062,21452.441604614258
TAG(56:4)_FA 18:0,-0.10204448800958325,10.274088101325942,0.02574388380162418,0.8725273877430278,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,511196.1209716797,1617349.7708129885,274096.0598144531,271809.7192993164,910866.8001708984,1295228.152770996,21503.6213760376
TAG(56:4)_FA 18:1,-0.003170640419542548,7.161710620737275,2.4858014739947976e-5,0.9960219385928408,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,60120.724197387695,155982.5909423828,52482.34341430664,48496.66360473633,91594.80651855467,119913.60856628418,23016.64143371582
TAG(56:4)_FA 18:2,0.10071395465929367,6.397298681729606,0.025075463562529883,0.8741791670689172,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,47255.70358276367,58572.1436920166,42909.84296417236,41496.84336853027,47847.90315246582,47596.78332519531,26030.621963500977
TAG(56:4)_FA 20:0,-0.021642040049841244,6.895376606671902,0.0011581322987694875,0.9728521571595606,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,57699.624420166016,74579.42498779297,62832.825592041016,53687.08462524414,79781.50523376465,63737.82518005371,46783.3836517334
TAG(56:4)_FA 20:4,-0.2289714343674151,8.40995102621865,0.12950508041740252,0.7189457412915684,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,170438.07299804688,178067.09301757812,157400.23046875,203110.91479492188,192799.83349609375,189908.513671875,146159.33081054688
TAG(56:5)_FA 16:0,0.04980781934317557,6.545041960765007,0.006133859986675816,0.9375743333926386,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,48999.524185180664,77196.36541748047,35995.32286834717,51673.76382446289,49630.243713378906,49408.36376953125,33104.90249633789
TAG(56:5)_FA 16:1,-0.06106561830396147,6.077676938736187,0.009219595735515895,0.923505700110928,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,39454.46292114258,48895.68328857422,25602.121658325195,37800.28317260742,40998.36302947998,37396.04277038574,19917.54136657715
TAG(56:5)_FA 18:0,0.030879333417318713,8.19791248365185,0.0023578019463457167,0.9612721769026553,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,135822.34950256348,359065.8847351074,85247.32614135742,76432.22546386719,215786.09631347656,257733.63774108887,18966.861267089844
TAG(56:5)_FA 18:1,-0.13359524823718272,9.949672188489336,0.04411760871880688,0.833634954256867,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,289935.9411010742,1367833.9744873047,258346.2583618164,205120.73559570312,784323.4182128906,1009389.6517333984,24735.20167541504
TAG(56:5)_FA 18:2,0.007501913450246769,7.130897777472703,1.3916003626945894e-4,0.9905878843368827,0.9999970637257838,3,3,Genotype_ WT | Brain Region_ cerebellum,Genotype_ WT | Brain Region_ cortex,TAG,60379.24398803711,146858.39013671875,56119.704330444336,46966.82371520996,95671.8867340088,112015.7871170044,21182.441329956055
