lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M2-5xFAD-cortex10x_01202023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M1FAD173-5xFAD-Cortex10x_01182023,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,M2FAD173-5xFAD-Cortex10x_01192023,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023,DOD100-M1-WT-cortex10x_01202023,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,DOD99-M2-WT-cortex10x_01202023,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,M5FAD173-WT-Cortex10x_01192023,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
TAG(52:2)_FA 18:1,0.32003114974586333,9.811398761829835,1.4089985431137393,0.23522271192144853,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,262505.31689453125,311382.70263671875,569937.28125,766848.1345214844,529782.24609375,504093.1254882813,504325.9396972656,608442.61474609375,623399.8991699219,564345.35693359375,453913.4951171875,928351.43408203125,786854.5153808594,751794.32275390625,759273.3310546875,469863.4287109375,345975.14306640625,313613.1652832031,518186.8515625,515875.8505859375,320359.38330078125,474953.4719238281,305816.6630859375,551404.4753417969,513281.6794433594,531462.00341796875,303237.34326171875,462213.8325195313,497078.1955566406,450488.654296875,416081.7109375,146284.83056640625
TAG(52:2)_FA 18:2,0.14007061502317483,9.938549503429401,0.27285830445998727,0.601420810382568,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,413770.5087890625,474282.271484375,572832.7421875,578558.421875,501985.35546875,653710.3525390625,495228.875,625175.8251953125,576523.5234375,552109.60546875,535013.1962890625,667609.9228515625,728729.818359375,607948.05859375,637305.630859375,575501.181640625,455644.0927734375,500496.330078125,578141.40625,463175.1123046875,532718.896484375,494694.59375,485309.15234375,494821.0107421875,557451.0771484375,537311.8369140625,501957.5166015625,502460.037109375,598956.0087890625,514907.4931640625,493581.953125,408352.490234375
TAG(52:2)_FA 20:0,0.09588214313459344,5.490220999633569,0.12815551249934742,0.7203521847921549,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,23568.70174407959,23711.281616210938,25363.041702270508,31416.881885528564,23331.481689453125,27821.94184112549,27530.342277526852,30480.061798095703,27441.20196533203,22367.701446533203,26673.862075805664,30960.86220550537,25601.28207397461,23021.44198989868,24148.361907958984,25148.662189483643,20607.161418914795,18293.321228027344,21450.58161926269,23986.08155822754,23000.04162597656,25315.8018951416,25639.081985473636,22673.321502685547,24285.68173217773,23217.981521606445,23179.641662597656,23945.661918640137,23175.04165649414,23015.20175933838,24412.80167388916,21178.581508636475
TAG(52:2)_FA 20:4,0.15483165101596127,5.24550301357319,0.33305603440853115,0.5638651012725493,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,17667.061111450195,24178.201629638672,22558.18158340454,32978.46221923828,24556.78175354004,23783.84161376953,24381.2014541626,21322.721557617188,22248.501419067383,21200.64129638672,21452.04135131836,22354.02174377441,21842.7216796875,18451.241233825684,18386.941276550293,21030.54141998291,18193.001167297363,17358.02109527588,17080.54144668579,20826.301277160645,19346.981163024902,20870.10148620605,19135.121459960938,20994.901237487797,22557.641746521,20118.621559143063,21872.121585845947,16833.88104248047,18187.421409606937,17986.761142730713,16724.221172332764,18906.641372680664
TAG(52:3)_FA 16:0,0.04305371663451467,7.468144009799279,0.025917259661582648,0.8721025498275059,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,60344.40463256836,68756.7846069336,79175.1456451416,85585.00677490234,155057.45028686523,87166.305908203125,66518.02426147461,126759.92810058594,160723.13412475586,122336.79022216795,81017.96578979492,178067.57055664062,142149.6911315918,112680.52960205078,113455.04873657228,94759.86563110352,82917.52606201172,54715.80435180664,78496.56512451172,136149.0916442871,64078.14477539063,81137.08657836914,62163.12396240234,158734.94900512695,144197.51123046875,117460.42761230467,59491.08447265625,119826.8900604248,116421.04748535156,73559.0048828125,65657.20553588867,29103.38217163086
TAG(52:3)_FA 16:1,0.14120947416782906,8.329466173380066,0.27729142415739716,0.598482033720051,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,104172.90728759766,116365.30834960938,184094.25341796875,245089.4552001953,201803.1149902344,179435.6328125,176643.1739501953,220339.9775390625,218307.49908447263,196124.1151123047,157208.6121826172,314227.8832397461,245166.93560791016,236472.0557861328,243168.3145751953,167518.4901123047,126424.52960205078,113175.48797607422,171377.05078125,207012.0914916992,140817.71020507812,189613.61169433597,121119.68811035156,212509.6163330078,188762.2950439453,205122.3770751953,125512.78918457033,178054.3519897461,189594.21026611328,156137.05206298828,152900.1707763672,52742.22393798828
TAG(52:3)_FA 18:0,-0.008981274606195359,6.304725798549149,0.0011308790965571802,0.9731733588338125,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,32625.041915893555,30770.322296142574,38873.32235717773,46215.62287902832,51100.503662109375,40853.082748413086,33667.86225891113,58967.52412414551,71373.50550842285,49295.023864746094,36707.42246246338,78187.58596801758,49942.464111328125,44339.263122558594,43736.382888793945,45720.04315185547,31800.36242675781,27287.06186676025,34818.242332458496,64383.78466796875,35019.36247253418,43404.88340759277,30604.20217895508,66030.34468078613,63845.92388916016,49286.703674316406,30477.481857299805,44083.22344970703,44108.26333618164,34767.42254638672,33401.58264160156,21815.24156188965
TAG(52:3)_FA 18:1,0.10203038862612114,8.839788125764207,0.1450884987284553,0.7032738593991518,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,169898.4130859375,148373.8516845703,212227.95678710935,241095.2353515625,294195.06201171875,249802.59765625,190883.7333984375,387302.7019042969,409551.1950683594,299627.7021484375,237412.31616210935,494051.0065917969,332597.78088378906,294033.3848876953,315200.6003417969,280396.19763183594,155965.90893554688,141420.4697265625,218075.0517578125,340237.1815185547,173095.03186035156,216080.33520507807,177146.55310058594,340975.9855957031,329384.20703125,274629.8740234375,169616.951171875,295828.3741455078,257755.0355224609,201120.51831054688,215604.1123046875,99616.96630859376
TAG(52:3)_FA 18:2,0.2630983930095202,9.921858869878307,0.9556684372030304,0.3282806301135879,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,287421.8625488281,329998.58154296875,525458.7326660156,827937.5314941406,563651.15478515625,545050.9421386719,547351.2155761719,671240.20263671875,599616.3811035156,588633.21142578125,500839.0146484375,921601.78759765625,914686.416015625,823178.6530761719,713471.92919921875,559505.1555175781,380616.9064941406,380297.4665527344,529112.609375,463658.12646484375,440163.2136230469,442561.6477050781,345203.22119140625,549364.92919921875,527180.7751464844,579090.86181640625,325696.0048828125,551067.3708496094,596084.5637207031,555692.2248535156,527859.470703125,189423.09497070312
TAG(52:3)_FA 20:0,0.09088546114800843,5.179523009084723,0.1151741035822198,0.7343286776458577,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,18279.781448364258,23680.261825561523,23566.5216217041,31721.94241333008,19337.521476745605,21542.98159790039,24724.361854553223,19197.181427001957,21235.621669769287,16068.661067962646,19410.941284179688,20923.44161605835,18447.0411529541,17313.8412399292,21189.92179107666,20198.301330566406,15957.381252288818,14751.941009521484,16282.10117340088,20016.7614364624,18695.121284484863,18799.76113128662,20172.001182556152,21367.86149597168,19717.5415725708,23693.06189346313,18422.64125061035,16866.66124343872,18132.36125183105,16657.62117767334,17624.521324157715,21066.94174194336
TAG(52:3)_FA 20:4,0.11952709832035736,5.975216508200836,0.19890185257941084,0.6556087028406636,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,27346.882080078125,34046.922912597656,35528.102447509766,47186.4434967041,29621.58221435547,40021.122482299805,33723.161880493164,37424.26268005371,35773.78318786621,31396.262176513672,33717.52233886719,44662.202476501465,48464.04363250733,40782.92328643799,40808.12351226807,33112.30207824707,32291.54208374023,30431.5426940918,30004.702087402344,33981.50234985352,28260.12208557129,31880.502410888672,33337.362701416016,35947.202392578125,38171.8828201294,36556.3825378418,31918.48226928711,33176.78234863281,36664.14300537109,30256.06202697754,31678.142204284668,22700.361526489258
TAG(52:4)_FA 16:0,0.2886568310707739,8.541565610705634,1.148530071960522,0.28385706852846476,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,78474.90567016602,291833.04205322266,164342.49194335938,153076.72967529297,549125.703338623,135038.56939697266,126619.0694580078,123840.98956298828,296298.11993408203,307872.60388183594,179623.23266601562,222694.8548278809,386280.4926757813,166524.41067504883,331366.7458190918,141214.12963867188,343173.58142089844,164323.99084472656,228718.63696289065,154610.09112548828,92058.126953125,171673.5106201172,98758.26654052734,372259.60583496094,284087.3794555664,267051.59869384766,165953.6903076172,105254.90771484376,323881.74029541016,112134.64736938477,166717.4893798828,53743.84332275391
TAG(52:4)_FA 16:1,0.04669513430366779,7.489180727306768,0.030480786256589454,0.8614037913111041,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,65087.50338745117,73786.80438232422,80699.06634521484,82019.96499633789,156125.1701965332,87583.44622802734,64608.58450317383,129909.52764892578,158688.51040649414,124252.78881835938,77890.10540771484,177485.87326049805,143914.12951660156,106950.94647216795,123000.07043457033,101264.78692626952,85240.986328125,61419.54443359375,80952.5456237793,144676.74737548828,60458.564208984375,86246.24609375,61603.24487304688,158859.2897644043,144616.03085327148,118527.85012817384,68793.40466308594,112912.7293395996,107618.90676879884,73549.08444213867,73200.16549682617,33587.76235961914
TAG(52:4)_FA 18:0,0.06601695030477751,5.232352844559385,0.06085204763098773,0.8051542776513315,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,18970.20126342773,23008.62149047852,24079.241790771484,32445.56248855591,18951.96128845215,21047.121475219727,20689.66148376465,19365.521446228027,25452.441970825195,20774.82160186768,18855.241207122803,27471.32191467285,20102.40138244629,20404.84117126465,17731.56137084961,20524.76125717163,17835.34112548828,16630.90104675293,16743.80121612549,21570.54124450684,20384.90135192871,23880.281883239742,19658.40145874023,21701.961791992188,24118.861923217773,20790.56143951416,19292.961456298828,17161.121044158936,20406.92169189453,17157.381450653076,17306.141162872314,16772.841339111328
TAG(52:4)_FA 18:1,-0.08488994958361944,6.577534378118378,0.10141967621528636,0.7501325730697339,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,38430.562927246094,35718.062744140625,42704.72282409668,52369.063552856445,57032.4436340332,44213.86280822754,37341.40280151367,73084.26432800293,90479.3273010254,64278.82415771485,44641.58337402344,93362.14643096924,61291.62432861328,51422.04405212402,53830.38371276856,57860.82322692871,36201.24234008789,32952.0622253418,36599.58288574219,80045.64541625977,39409.94290161133,48077.96380615234,38635.422790527344,85239.8060760498,75835.98518371582,60136.90399169922,36006.8025970459,68870.66383361816,59379.36462402344,43139.70358276367,40813.08278656006,21887.541458129883
TAG(52:4)_FA 18:2,0.042533607412954755,9.128921106187533,0.025296207077850852,0.8736312032721916,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,201346.05444335935,185427.33129882807,240084.5576171875,292525.62060546875,345315.2463378906,323722.0458984375,242604.97583007807,483869.87353515625,403520.1440429688,342811.5217285156,289770.40234375,542564.7507324219,411099.626953125,374499.1022949219,344618.080078125,359210.6267089844,216289.29663085935,207562.43481445312,266450.45947265625,338350.9655761719,267215.2392578125,243106.875,226977.39575195312,387407.2844238281,376592.431640625,352115.9040527344,210005.7138671875,379934.0241699219,355617.0876464844,297493.640625,307205.5046386719,143602.51147460938
TAG(52:4)_FA 20:0,0.00222231764324597,5.012439664378927,6.918989862469971e-5,0.9933632356042517,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,17218.840953826904,22327.861373901367,18791.24129486084,25288.441696166992,14024.981090545654,19804.941345214844,20793.381370544437,16961.301277160645,17869.121406555176,16059.321235656738,16674.00122833252,17852.921279907227,18535.74133300781,15053.40104675293,14045.221000671389,19591.061210632324,16200.001190185549,14177.50119781494,14615.621078491213,17079.301078796387,23703.98163986206,19865.761192321777,19482.821437835693,18459.041255950928,18514.221340179443,20490.42162322998,15987.461250305176,15051.241172790527,16366.681133270264,13716.640922546389,14218.601016998293,16226.041065216064
TAG(52:4)_FA 20:4,0.24994429978548935,8.68503094805454,0.8631836491956619,0.35284930097277967,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,139586.36877441406,167506.13159179688,223715.97290039065,293926.38415527344,198221.97521972656,265235.17822265625,217624.05615234372,295838.4631347656,244584.93408203125,222685.9189453125,215362.0751953125,351579.7080078125,371441.4104003906,306894.56103515625,298041.4766845703,261357.51818847656,181585.673828125,207446.85668945312,243981.9600830078,191065.8146972656,197768.59106445312,191446.53369140625,165937.05200195312,203057.5529785156,225464.0764160156,229040.07666015625,177167.0115966797,210335.7335205078,267310.7585449219,225718.1170654297,217983.7130126953,107901.12768554688
TAG(52:5)_FA 16:0,0.09897473559366904,5.957030515131936,0.13653859245653166,0.7117466604759081,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,27080.28207397461,39267.82263183594,37503.78302001953,53380.18399047852,40351.5025177002,34762.64291381836,30199.102294921875,32001.38190460205,43819.64315795898,32152.3018951416,31886.02222442627,42482.20335388184,40849.02311706543,34794.702407836914,34846.4822845459,27274.601760864258,33693.7024230957,27355.741638183597,33968.022216796875,36094.14221191406,28952.36204528809,37445.32247924805,30773.5419921875,36038.02224731445,39809.82284545898,40065.90308380127,31239.262237548828,30242.18211364746,32474.50262451172,29792.762252807617,29122.34218597412,18274.68125152588
TAG(52:5)_FA 16:1,0.31916784734579423,8.532886179413474,1.4014692558039314,0.23647772419599186,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,82383.96646118164,295840.762878418,180906.49243164065,157417.9696044922,540110.6781616211,137933.44903564453,122838.70867919922,118749.98782348631,295879.681640625,315260.76263427734,189814.874420166,220999.5780944824,370536.2312011719,163066.15185546875,332855.8861694336,136060.4884033203,341312.6061401367,160753.5908203125,223450.4559249878,163186.45233154297,89690.72607421875,168407.47259521484,105376.20874023438,364108.8865966797,282498.9182739258,255512.95678710935,164737.4913330078,98760.10696411131,307672.61798095703,103344.8685913086,162904.9909362793,50212.423400878906
TAG(52:5)_FA 18:0,0.05531938142188964,6.021160150647945,0.04275681673340159,0.8361838512082311,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,33228.062507629395,39668.482971191406,46529.92367553711,55923.62356567383,38456.022705078125,39922.44291687012,43090.24266052246,35668.982345581055,45742.54328918457,28823.401779174805,32935.0821685791,42424.28294372559,38768.442878723145,34423.46203613281,30033.022048950195,24402.04190063477,34110.0029296875,23319.02157592773,27976.72177886963,40038.80258178711,30389.76190185547,45798.72314453125,38190.402893066406,35707.562408447266,40747.38285064697,38322.82269287109,37153.86248779297,27482.682220458984,30916.02210998535,30890.001747131348,28693.522003173828,23109.98175048828
TAG(52:5)_FA 18:1,-0.012871068970487579,5.288360421934243,0.0023228287628285216,0.9615602501207446,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,18506.30143737793,22151.54133605957,22013.20188140869,33004.44218444824,19573.721366882324,21715.06153106689,19245.141189575195,22410.08154296875,22867.341506958008,19445.40135192871,21993.801696777344,26144.501823425293,22707.62173461914,18683.641227722168,19308.80139160156,19550.22142028809,21371.441440582275,16536.041275024414,18773.641326904297,22576.701667785645,20686.52149963379,24817.341918945312,22700.38143157959,22394.0415725708,23700.08161926269,26244.70188903809,19047.38119506836,19637.76139831543,21379.861434936523,19660.901428222656,19107.18105316162,17052.901161193848
TAG(52:5)_FA 18:2,-0.04155349069991993,6.671664161271745,0.024248698461633467,0.8762537822280593,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,40075.82275390625,39781.54293823242,46578.04348754883,51139.40380859375,59685.14489746094,58002.56410217285,42622.96299743652,85137.02587890625,81896.26510620117,69225.8448638916,48213.96298217773,90953.00497436523,68460.32516479492,63076.80500793457,54411.183685302734,70307.50379943848,39835.82295227051,32017.42237854004,38655.86224365234,72303.20448303223,47456.80360412598,43724.02325439453,41780.86309814453,82176.2865600586,83781.94519042969,61324.5242767334,35587.3025970459,75760.80619812012,60207.48392486572,49358.36402893066,51621.38415527344,30046.48207092285
TAG(52:5)_FA 20:0,0.03518008430136013,5.228354784680591,0.01730934285711072,0.8953283899174181,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,18706.041381835938,22046.041381835938,23338.26161193848,31972.76260375977,20761.80142211914,21655.441696166992,22330.861709594727,21180.42140197754,20191.021614074707,19902.661415100098,21663.781295776367,19483.02166748047,20039.181274414062,19477.72138595581,18361.62126922607,18815.481300354004,17490.28148651123,18159.341217041016,16359.98104095459,18692.18128967285,22574.96134185791,22882.681594848636,20341.52124023437,17575.321311950684,25505.721908569336,22581.60165405273,22114.381622314453,19280.581130981445,18922.201332092285,17759.261421203613,16800.96124267578,18212.04126739502
TAG(52:5)_FA 20:4,0.10066867342844206,7.678819882236475,0.14124974557879,0.7070417435936,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,72429.82501220703,69580.02502441406,94094.42657470705,125618.1890258789,93310.327880859375,128553.80865478516,90937.94732666016,177557.8316040039,141142.99060058594,108746.18676757812,109232.20733642578,199699.2930908203,169024.1089477539,135583.24835205078,134374.66760253906,137580.79028320312,75571.28497314453,77971.22491455078,113329.2882080078,95356.52673339844,97571.68548583984,84652.14636230469,87669.02642822266,107495.28686523438,126569.74993896484,124888.10906982422,76797.62530517578,127165.62994384766,154831.50805664062,107774.9273071289,144221.88916015625,53250.86358642578
TAG(52:6)_FA 16:0,0.051998650725299744,6.177558822264809,0.03778484910250768,0.8458758018849312,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,34613.622619628906,40918.66253662109,46949.103515625,51753.863830566406,35844.32272338867,43812.04313659668,40573.762786865234,37967.72271728516,43840.08361816406,35191.12268066406,36302.14266967773,46687.743576049805,45678.62356567383,39771.66271972656,46080.462890625,38670.282287597656,40104.1630859375,31541.242431640625,38963.742767333984,43516.603088378906,36008.36260986328,46478.34292602539,38569.08288574219,41530.44323730469,41403.52294921875,37943.16305541992,39966.32278442383,32264.122344970703,42414.763122558594,37537.32220458984,35971.7419128418,27044.74194335937
TAG(52:6)_FA 16:1,0.050690423424594885,6.108606504770846,0.03590991132398358,0.8497016554037604,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,29270.162078857426,41110.98284912109,44373.22253417969,54554.72338867188,52345.1635131836,37613.34275817871,36788.762634277344,35477.32275390625,48284.44351196289,33091.16256713867,37216.02305603027,46970.12300872803,42886.68354797363,37229.04261779785,35911.422607421875,31317.12180328369,33220.302154541016,30412.042053222656,34253.80218887329,41933.32261657715,34067.522453308105,42799.38327026367,37981.16297912598,47199.38342285156,39329.32269287109,37518.22283935547,35380.262634277344,32359.042098999023,41196.26329040527,33649.88278198242,32185.922119140625,19686.301383972168
TAG(52:6)_FA 18:0,0.04586730284928915,5.55777462300421,0.02940772321581875,0.8638410073062865,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,22232.22152709961,27310.52195739746,29924.582244873047,33903.24234008789,20874.36122131348,29586.14233398437,24548.182083129883,27414.64208984375,30067.602020263672,22786.101806640625,22341.58158874512,33153.02244567871,30998.801971435547,26413.04211425781,27533.66192626953,25360.701850891117,22737.921508789062,22038.62159729004,24301.44174194336,26390.221893310547,25735.46175384521,31629.162216186523,27547.361862182617,23777.1417388916,27656.942092895508,30014.902446746823,23098.0817565918,22091.42156982422,24901.881797790527,20737.38159942627,23819.96173095703,19661.501358032227
TAG(52:6)_FA 18:1,0.02286005247376819,6.111880331275422,0.007314143750818403,0.9318457959774771,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,36258.722259521484,45381.4637298584,47737.20263671875,58483.80349731445,36974.78259277344,42043.762634277344,43123.60321044922,38372.88310241699,51278.54330444336,31194.50260925293,35762.72206115723,41077.403160095215,37929.46241760254,34624.34230804443,29127.842239379883,28615.701599121097,37019.06256103516,22502.441535949707,34437.00233459473,46376.64326477051,31249.36220550537,45444.50325012207,44120.08309173584,38806.42221069336,43514.50253295898,38090.28234100342,39269.922760009766,28871.74208068848,34731.30239868164,35200.88229370117,31837.5818939209,25084.04136657715
TAG(52:6)_FA 18:2,0.12521301347638972,5.60429080901122,0.21819785538448855,0.6404165061760332,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,22787.721633911133,28438.58197784424,29121.581573486328,37519.182861328125,27659.842010498047,31065.08184814453,28204.862197875977,30155.642120361328,27720.561737060547,25932.241989135742,27742.18211364746,29363.4624710083,29941.14192199707,27339.3219909668,25105.96174621582,30695.821952819824,22160.92137145996,18372.841194152832,24081.521911621097,26381.22201538086,24501.38163757324,26767.12158203125,24955.78163909912,29948.522254943848,29320.721923828125,26042.66187286377,22003.38150787353,24445.42170715332,23059.98147583008,26034.681800842285,22808.26173400879,24269.781951904297
TAG(52:6)_FA 20:0,0.07406326242599995,6.1053076660936085,0.07656237927439236,0.7820111805732691,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,31353.181938171387,38756.22282791138,43025.50246429443,54726.18363952637,49751.163230896,45716.10371398926,37515.06217956543,39637.00298309326,46535.18362045288,50536.70352935791,32072.86208343506,39202.24296569824,36414.0429763794,33485.54260253906,31037.342544555664,37439.3627243042,29344.82213973999,40427.56327819824,31926.462120056152,37315.20249938965,34194.00304412842,37217.66313171387,54357.32280731201,35074.903244018555,41340.9231376648,36498.26280212402,37391.18241882324,28687.22226333618,34129.24175262451,35194.84185028076,35862.043380737305,19249.241325378414
TAG(52:6)_FA 20:4,0.07061099620458602,7.313197459235955,0.06960827772354605,0.7919079830226956,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,71848.04479980469,71868.68505859375,84500.50622558594,89773.38586425781,81622.66564941406,98626.9072265625,76092.06561279297,122793.78894042967,105216.2080078125,83454.68634033203,90529.2861328125,124644.98889160156,109591.34704589844,93828.68658447266,89492.66613769531,93732.32678222656,75282.88525390625,64500.32495117188,82022.94641113281,85382.36669921875,81023.764892578125,73442.56481933594,79387.80554199219,89610.56707763672,98875.92657470705,92815.52673339844,74305.425537109375,82304.005615234375,103094.52740478516,78846.86529541016,99630.88763427734,56208.94396972656
TAG(54:0)_FA 16:0,0.11245738156998145,6.314364222041622,0.17614291575966945,0.6747091288241949,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,34134.70217895508,41110.84286499024,54507.323822021484,61501.96423339844,40742.90267944336,51399.50347900391,39603.98303222656,54569.243896484375,51913.70341491699,39917.48251342773,36622.342056274414,65654.00405883789,51578.78393554688,45950.50296020508,53063.40310668945,37765.14279174805,40025.40297698975,34556.00274658203,41026.443115234375,47970.90362548828,36460.56274414063,47182.86325073242,43926.6628112793,37950.02261352539,45030.94320678711,45397.5830078125,37165.54281616211,37203.942932128906,51231.60443115234,36242.74282836914,43350.58354187012,24908.28192138672
TAG(54:0)_FA 16:1,0.1632940825205137,6.26238365557386,0.37031058295445973,0.5428350224890376,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,30042.801712036133,46719.9231262207,49762.684020996094,46265.78330993652,43042.14343261719,47167.14421081543,52460.00380706787,40517.78338623047,46393.88299560547,46433.92272949219,35992.461975097656,61745.44554138184,51520.62300109863,42783.823303222656,46020.923011779785,43495.50299835205,32567.62263488769,31019.342483520508,38740.00245666504,35742.26252746582,32985.06201171875,37333.76289367676,38022.78244018555,44467.64306640625,41721.542892456055,39341.54273986816,38018.42277526856,35204.72215270996,38165.54246520996,45764.14348602295,42196.32276916504,55846.78286743164
TAG(54:0)_FA 18:0,0.10464886598611031,8.563822358192294,0.15260818498609297,0.6960552404242762,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,177298.45288085938,198024.95288085935,278044.1193847656,222229.39453125,186806.41455078125,261753.55908203125,202168.19287109372,227620.27709960935,227883.07495117188,205364.83447265625,206829.6357421875,242566.87768554688,244745.8388671875,213239.4345703125,243345.55737304688,181379.5334472656,180291.35107421875,162601.3515625,221837.5563964844,204297.39331054688,196810.8537597656,228012.0576171875,202755.8740234375,201362.25537109372,218722.29760742188,206593.97583007807,207006.87426757807,173917.9521484375,218585.39453125,172017.01220703125,179452.53198242188,167375.23364257812
TAG(54:0)_FA 18:1,0.06953608902313886,6.00555266882323,0.0675047727298761,0.7950050866453565,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,30969.58221435547,36569.902099609375,45245.58296203613,44506.763122558594,30521.78231811523,37659.38269042969,33726.92250061035,35149.402587890625,35597.28219604492,33334.18228149414,30374.7820892334,40180.00280761719,40388.4831237793,39640.483139038086,37318.88275146485,35123.56231689453,34065.402587890625,31625.58218383789,37279.78251647949,37138.98229980469,30981.70217895508,39585.12265014648,33879.922607421875,32506.04235839844,37544.862884521484,38064.02264404297,34177.44259643555,28760.20230102539,35245.90264892578,34009.64245605469,33495.102600097656,28295.441986083984
TAG(54:0)_FA 18:2,0.1101930572098662,5.404048433850124,0.16912959111593295,0.6808865288242203,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,21072.22148132324,25819.72169494629,27592.241981506348,33258.30227661133,26136.80201721192,26437.501976013184,26926.141983032227,25551.90156555176,25503.0817565918,21888.041595458984,18836.261207580566,24955.561637878414,25336.80172729492,22325.441619873047,22774.14160919189,24102.281997680664,21278.641563415527,19104.081413269043,20135.50154113769,21678.82141113281,19546.72142028809,26333.041877746586,22807.98149871826,24878.38148498535,26851.08176422119,22339.40177154541,22610.94146728516,19296.581481933597,22756.28160095215,21842.581481933597,18366.681434631348,19930.74153137207
TAG(54:0)_FA 20:0,0.14580156973526254,7.935295530329583,0.29553930334475353,0.5866924861339076,0.9998892208220957,19,12,Genotype_ 5xFAD,Genotype_ WT,TAG,110554.60864257812,128066.38842773438,138183.74951171875,143687.56909179688,121598.12915039062,165052.97265625,130520.7490234375,137908.61010742188,129408.36840820312,136239.88940429688,128619.74829101562,153286.97021484375,161584.55053710938,139148.2088623047,153941.33129882812,138312.68920898438,111170.40771484376,128262.0887451172,140357.5302734375,117324.98754882812,134810.98828125,122563.38842773438,126355.92919921876,125680.96875,133982.048828125,133096.02856445312,127293.97021484376,114368.14782714844,129501.6085205078,112293.7470703125,110633.90795898438,207440.69458007807
