Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Name,Type,Sex,experiment,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
CAR(10:1)_QUAL,314.2,60.1,4674.800331115723,314.2 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,1,(10:1),None
CAR(10:1),314.2,85.1,5801.04040145874,314.2 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,1,(10:1),None
CAR(10:0)_QUAL,316.2,60.1,20351.46155166626,316.2 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,994.9602241516113,CAR,CAR,0,(10:0),None
CAR(10:0),316.2,85.1,3066.200210571289,316.2 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(10:0),None
CAR(11:0)_QUAL,330.3,60.1,6348.580451965332,330.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,471.16003036499023,CAR,CAR,0,(11:0),None
CAR(11:0),330.3,85.1,5316.260353088379,330.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,459.8800048828125,CAR,CAR,0,(11:0),None
CAR(12:0)_QUAL,344.3,60.1,6069.660446166992,344.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(12:0),None
CAR(12:0),344.3,85.1,2180.0801582336426,344.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(12:0),None
CAR(14:2)_QUAL,368.3,60.1,65088.46443557739,368.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:2),368.3,85.1,6222.840442657471,368.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:1)_QUAL,370.3,60.1,7225.580513000488,370.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,1,(14:1),None
CAR(14:1),370.3,85.1,9302.440719604492,370.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,664.7801208496094,CAR,CAR,1,(14:1),None
CAR(14:0)_QUAL,372.3,60.1,7369.220539093018,372.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(14:0),None
CAR(14:0),372.3,85.1,3349.8202323913574,372.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(14:0),None
CAR(16:2)_QUAL,396.3,60.1,4413.960296630859,396.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:2),396.3,85.1,3978.0402870178223,396.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:1)_QUAL,398.3,60.1,7528.42057800293,398.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:1),398.3,85.1,4407.940319061279,398.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:0)_QUAL,400.3,60.1,9119.520679473877,400.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(16:0),None
CAR(16:0),400.3,85.1,3145.6602363586426,400.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(16:0),None
CAR(17:0)_QUAL,414.4,60.1,11103.620807647705,414.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(17:0),None
CAR(17:0),414.4,85.1,17852.501209259033,414.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(17:0),None
CAR(18:4)_QUAL,420.3,60.1,10498.100791931152,420.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:4),420.3,85.1,8443.56061553955,420.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:3)_QUAL,422.3,60.1,9734.040672302246,422.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,3,(18:3),None
CAR(18:3),422.3,85.1,6552.42049407959,422.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,3,(18:3),None
CAR(18:2)_QUAL,424.3,60.1,6565.0204429626465,424.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(18:2),None
CAR(18:2),424.3,85.1,8283.300594329834,424.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(18:2),None
CAR(18:1)_QUAL,426.4,60.1,10233.120765686035,426.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,1,(18:1),None
CAR(18:1),426.4,85.1,3513.280284881592,426.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,1,(18:1),None
CAR(18:0)_QUAL,428.4,60.1,7902.120555877686,428.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(18:0),None
CAR(18:0),428.4,85.1,6968.680442810059,428.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(18:0),None
CAR(20:4)_QUAL,448.3,60.1,6729.740505218506,448.3 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,4,(20:4),None
CAR(20:4),448.3,85.1,3505.2202796936035,448.3 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,4,(20:4),None
CAR(20:2)_QUAL,452.4,60.1,5383.940368652344,452.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(20:2),None
CAR(20:2),452.4,85.1,8692.800590515137,452.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(20:2),None
CAR(20:1)_QUAL,454.4,60.1,5690.160411834717,454.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,1,(20:1),None
CAR(20:1),454.4,85.1,5649.240367889404,454.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,1,(20:1),None
CAR(20:0)_QUAL,456.4,60.1,11189.140830993652,456.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,206.00003814697266,CAR,CAR,0,(20:0),None
CAR(20:0),456.4,85.1,3384.360252380371,456.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(20:0),None
CAR(22:6)_QUAL,472.4,60.1,8045.080535888672,472.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,6,(22:6),None
CAR(22:6),472.4,85.1,6551.040458679199,472.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,6,(22:6),None
CAR(22:5)_QUAL,474.4,60.1,18590.161296844482,474.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,5,(22:5),None
CAR(22:5),474.4,85.1,3616.3602600097656,474.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,5,(22:5),None
CAR(22:4)_QUAL,476.4,60.1,8433.36058807373,476.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,4,(22:4),None
CAR(22:4),476.4,85.1,4564.780311584473,476.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,104.50003051757812,CAR,CAR,4,(22:4),None
CAR(22:2)_QUAL,480.4,60.1,9025.900634765625,480.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(22:2),None
CAR(22:2),480.4,85.1,3641.460262298584,480.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,2,(22:2),None
CAR(22:0)_QUAL,484.4,60.1,5750.360412597656,484.4 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(22:0),None
CAR(22:0),484.4,85.1,4371.700332641602,484.4 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(22:0),None
CAR(26:0)_QUAL,540.5,60.1,4912.760383605957,540.5 -> 60.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(26:0),None
CAR(26:0),540.5,85.1,9929.640697479248,540.5 -> 85.1,CAR,AC_E-1LiverF_N1_daneman_lab_11_21_23,E-1LiverF,p1-C4,E-1,Liver,F,E,AC,0.0,CAR,CAR,0,(26:0),None
CAR_QUAL,162.2,60.1,2381.3401527404785,162.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,None,None
CAR,162.2,85.1,3075.4402084350586,162.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,486.72004318237305,CAR,CAR,0,None,None
CAR(2:0)_QUAL,204.1,60.1,2374.8201637268066,204.1 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(2:0),None
CAR(2:0),204.1,85.1,239945.0966796875,204.1 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,11912.139099121094,CAR,CAR,0,(2:0),None
CAR(3:1)_QUAL,216.1,60.1,2774.880199432373,216.1 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,245.42001342773438,CAR,CAR,1,(3:1),None
CAR(3:1),216.1,85.1,23304.58168029785,216.1 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,2859.3602905273438,CAR,CAR,1,(3:1),None
CAR(3:0)_QUAL,218.1,60.1,2222.920150756836,218.1 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(3:0),None
CAR(3:0),218.1,85.1,9074.580612182617,218.1 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(3:0),None
CAR(4:1)_QUAL,230.1,60.1,2798.340175628662,230.1 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(4:1),None
CAR(4:1),230.1,85.1,21310.081573486328,230.1 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(4:1),None
CAR(4:0)_QUAL,232.2,60.1,1761.360122680664,232.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(4:0),None
CAR(4:0),232.2,85.1,22020.78168487549,232.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,3007.420280456543,CAR,CAR,0,(4:0),None
CAR(5:1)_QUAL,244.2,60.1,3685.100296020508,244.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(5:1),None
CAR(5:1),244.2,85.1,34950.68278503418,244.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,1173.6402740478516,CAR,CAR,1,(5:1),None
CAR(5:0)_QUAL,246.2,60.1,2084.9201431274414,246.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,216.82003021240234,CAR,CAR,0,(5:0),None
CAR(5:0),246.2,85.1,8642.480655670166,246.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,1027.4800758361816,CAR,CAR,0,(5:0),None
CAR(6:1)_QUAL,258.2,60.1,5149.100368499756,258.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,294.06006240844727,CAR,CAR,1,(6:1),None
CAR(6:1),258.2,85.1,15838.78113937378,258.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(6:1),None
CAR(6:0)_QUAL,260.2,60.1,2754.7201957702637,260.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(6:0),None
CAR(6:0),260.2,85.1,5907.0204429626465,260.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,323.86003494262695,CAR,CAR,0,(6:0),None
CAR(7:0)_QUAL,274.2,60.1,3533.8402938842773,274.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(7:0),None
CAR(7:0),274.2,85.1,5514.060375213623,274.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(7:0),None
CAR(8:1)_QUAL,286.2,60.1,5999.7604331970215,286.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(8:1),None
CAR(8:1),286.2,85.1,5421.820350646973,286.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,144.04000854492188,CAR,CAR,1,(8:1),None
CAR(8:0)_QUAL,288.2,60.1,2808.460193634033,288.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(8:0),None
CAR(8:0),288.2,85.1,3788.5602645874023,288.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(8:0),None
CAR(9:0)_QUAL,302.2,60.1,3843.2802810668945,302.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(9:0),None
CAR(9:0),302.2,85.1,3640.34024810791,302.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,253.44002151489258,CAR,CAR,0,(9:0),None
CAR(10:3)_QUAL,310.2,60.1,4936.700355529785,310.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,3,(10:3),None
CAR(10:3),310.2,85.1,6866.220474243164,310.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,3,(10:3),None
CAR(10:2)_QUAL,312.2,60.1,24867.121921539307,312.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,2,(10:2),None
CAR(10:2),312.2,85.1,5628.620388031006,312.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,2,(10:2),None
CAR(10:1)_QUAL,314.2,60.1,4051.8002853393555,314.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(10:1),None
CAR(10:1),314.2,85.1,6428.000434875488,314.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,253.05998611450195,CAR,CAR,1,(10:1),None
CAR(10:0)_QUAL,316.2,60.1,18979.721347808838,316.2 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(10:0),None
CAR(10:0),316.2,85.1,2767.540210723877,316.2 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(10:0),None
CAR(11:0)_QUAL,330.3,60.1,5205.900379180908,330.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(11:0),None
CAR(11:0),330.3,85.1,4184.480281829834,330.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(11:0),None
CAR(12:0)_QUAL,344.3,60.1,6663.860378265381,344.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,591.5198783874512,CAR,CAR,0,(12:0),None
CAR(12:0),344.3,85.1,2758.4001960754395,344.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(12:0),None
CAR(14:2)_QUAL,368.3,60.1,67617.80521392822,368.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:2),368.3,85.1,5868.360424041748,368.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,2,(14:2),None
CAR(14:1)_QUAL,370.3,60.1,6633.400451660156,370.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(14:1),None
CAR(14:1),370.3,85.1,8612.740642547607,370.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(14:1),None
CAR(14:0)_QUAL,372.3,60.1,7995.720607757568,372.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(14:0),None
CAR(14:0),372.3,85.1,2720.9001808166504,372.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(14:0),None
CAR(16:2)_QUAL,396.3,60.1,4706.580318450928,396.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:2),396.3,85.1,3943.380298614502,396.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,2,(16:2),None
CAR(16:1)_QUAL,398.3,60.1,6413.980480194092,398.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:1),398.3,85.1,3500.76025390625,398.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(16:1),None
CAR(16:0)_QUAL,400.3,60.1,8428.70059967041,400.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(16:0),None
CAR(16:0),400.3,85.1,3342.5202598571777,400.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(16:0),None
CAR(17:0)_QUAL,414.4,60.1,11217.220699310303,414.4 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(17:0),None
CAR(17:0),414.4,85.1,17490.761295318604,414.4 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,0,(17:0),None
CAR(18:4)_QUAL,420.3,60.1,9830.060710906982,420.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:4),420.3,85.1,7700.320552825928,420.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,4,(18:4),None
CAR(18:3)_QUAL,422.3,60.1,9545.680648803711,422.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,3,(18:3),None
CAR(18:3),422.3,85.1,6444.540435791016,422.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,3,(18:3),None
CAR(18:2)_QUAL,424.3,60.1,6165.620441436768,424.3 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,2,(18:2),None
CAR(18:2),424.3,85.1,9098.240650177002,424.3 -> 85.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,2,(18:2),None
CAR(18:1)_QUAL,426.4,60.1,11105.400775909424,426.4 -> 60.1,CAR,AC_E-1PlasmaF_N1_daneman_lab_11_21_23,E-1PlasmaF,p1-f3,E-1,Plasma,F,E,AC,0.0,CAR,CAR,1,(18:1),None
