,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition_new,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Start,End,Parent_Ion_old,Product_Ion_old,Intensity_old,Transition_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,_tmpkey,Lipid
26366,518.3,184.1,50995.36401367188,518.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,3,(18:3),,518.3,184.1,518.3,184.1,354404.06774902344,518.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,326001.9655456543,PC2591.0920.0,LPC(18:3)
26536,520.4,184.1,69793.68530273438,520.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(P-,LPC(P-,2,(18:2),,520.4,184.1,520.3,184.1,419525.8740844727,520.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,387082.9515686035,PC2601.0920.0,LPC(18:2)|LPC(P-19:1)
26706,522.4,184.1,73049.14453125,522.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,1,(18:1),,522.4,184.1,522.3,184.1,462812.6333007813,522.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,428990.9507141113,PC2611.0920.0,LPC(18:1)|PC(O-18:1)|PC(P-18:0)
26876,524.4,184.1,77296.1060180664,524.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(18:0),,524.4,184.1,524.4,184.1,450855.54541015625,524.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,414344.0427856445,PC2621.0920.0,LPC(18:0)|PC(O-18:0)|LPC(O-19:0)
27215,532.3,184.1,81286.18536376953,532.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,3,(19:3),,532.3,184.1,532.3,184.1,399818.9643554688,532.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,364538.2016906738,PC2661.0920.0,LPC(19:3)
27386,536.4,184.1,77970.06512451172,536.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(P-,LPC(P-,1,(18:1),,536.4,184.1,536.4,184.1,432735.0291748047,536.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,399753.6667480469,PC2681.0920.0,PC(18:1)|LPC(19:1)|PC(O-19:1)|LPC(P-20:0)
27556,538.4,184.1,70886.9652709961,538.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC(O-,LPC(O-,0,(18:0),,538.4,184.1,538.4,184.1,403134.8079833984,538.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,373546.3460388184,PC2691.0920.0,PC(18:0)|LPC(19:0)|PC(O-19:0)|LPC(O-20:0)
27726,542.3,184.1,47736.003662109375,542.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,5,(20:5),,542.3,184.1,542.3,184.1,288495.5212402344,542.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,262721.1194534302,PC2711.0920.0,LPC(20:5)
27896,544.3,184.1,49106.98333740234,544.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,4,(20:4),,544.3,184.1,544.3,184.1,276104.4582519531,544.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,251886.29669189453,PC2721.0920.0,LPC(20:4)
28066,546.4,184.1,48541.02307128906,546.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,3,(20:3),,546.4,184.1,546.3,184.1,285205.5402832031,546.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,257621.57833862305,PC2731.0920.0,LPC(20:3)
28236,548.4,184.1,49336.74334716797,548.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,2,(20:2),,548.4,184.1,548.4,184.1,307355.26123046875,548.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,277851.41900634766,PC2741.0920.0,LPC(20:2)|PC(O-20:2)
28406,550.4,184.1,49569.9833984375,550.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,1,(19:1),,550.4,184.1,550.4,184.1,302301.2332763672,550.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,273868.9311218262,PC2751.0920.0,PC(19:1)|LPC(20:1)|PC(O-20:1)|PC(P-20:0)
28576,552.4,184.1,57050.34393310547,552.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(19:0),,552.4,184.1,552.4,184.1,739987.1994628906,552.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,465229.76318359375,PC2761.0920.0,PC(19:0)|LPC(20:0)|PC(O-20:0)
28746,558.4,184.1,167524.0714111328,558.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,4,(20:4),,558.4,184.1,558.3,184.1,2461894.7619628906,558.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1395700.7600097656,PC2791.0920.0,PC(20:4)|LPC(21:4)
29085,566.4,184.1,186638.75646972656,566.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(20:0),,566.4,184.1,566.4,184.1,2631771.7868652344,566.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1388759.946899414,PC2831.0920.0,PC(20:0)|LPC(21:0)|PC(O-21:0)
29255,568.3,184.1,215034.1138916016,568.3 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,6,(22:6),,568.3,184.1,568.3,184.1,2735097.250488281,568.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1698837.7846679688,PC2841.0920.0,LPC(22:6)
29425,570.4,184.1,235799.1552734375,570.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,5,(22:5),,570.4,184.1,570.3,184.1,2753037.0703125,570.3 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1518299.498046875,PC2851.0920.0,LPC(22:5)
29595,572.4,184.1,241431.71850585935,572.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,4,(22:4),,572.4,184.1,572.4,184.1,2750412.2319335938,572.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1287147.5302734375,PC2861.0920.0,LPC(22:4)
29765,576.4,184.1,138519.96948242188,576.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,2,(22:2),,576.4,184.1,576.4,184.1,868891.7641601562,576.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,595428.8637695312,PC2881.0920.0,LPC(22:2)
29935,578.4,184.1,132109.9892578125,578.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,1,(21:1),,578.4,184.1,578.4,184.1,605752.103515625,578.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,425460.5295410156,PC2891.0920.0,PC(21:1)|LPC(22:1)
30105,580.4,184.1,143565.66943359375,580.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(21:0),,580.4,184.1,580.4,184.1,473946.2939453125,580.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,280316.900390625,PC2901.0920.0,PC(21:0)|LPC(22:0)|PC(O-22:0)
30613,606.4,184.1,98224.22705078124,606.4 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,1,(24:1),,606.4,184.1,606.4,184.1,513426.1730957031,606.4 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,457735.9691162109,PC3031.0920.0,LPC(24:1)
30783,608.5,184.1,98562.5264892578,608.5 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,LPC,LPC,0,(24:0),,608.5,184.1,608.5,184.1,512827.29846191406,608.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,456732.494506836,PC3042.0920.0,LPC(24:0)
33319,702.5,184.1,357212.16638183594,702.5 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,2,(30:2),,702.5,184.1,702.5,184.1,1169541.5702514648,702.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1123748.9475708008,PC3512.0920.0,PC(30:2)|PC(P-31:1)
33489,704.6,184.1,350681.0826416016,704.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,1,(30:1),,704.6,184.1,704.5,184.1,1154087.6782836914,704.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1107139.334442139,PC3522.0920.0,PC(30:1)|PC(O-31:1)|PC(P-31:0)
33659,706.6,184.1,356523.9649658203,706.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(O-,PC(O-,0,(30:0),,706.6,184.1,706.5,184.1,1160716.7078857422,706.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1106742.003753662,PC3532.0920.0,PC(30:0)|PC(O-31:0)
33998,714.5,184.1,385224.4067993164,714.5 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(O-,PC(O-,3,(31:3),,714.5,184.1,714.5,184.1,1525172.5625610352,714.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1475832.0984802246,PC3572.0920.0,PC(31:3)|PC(O-32:3)
34168,716.6,184.1,271354.10095214844,716.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,2,(31:2),,716.6,184.1,716.6,184.1,1527485.5061035156,716.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1498252.0039215088,PC3582.0920.0,PC(31:2)|PC(O-32:2)|PC(P-32:1)
34338,718.6,184.1,254074.6586303711,718.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,1,(31:1),,718.6,184.1,718.6,184.1,1548073.5903930664,718.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1520008.8684387207,PC3592.0920.0,PC(31:1)|PC(O-32:1)|PC(P-32:0)
34508,720.6,184.1,268657.6011352539,720.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(O-,PC(O-,0,(31:0),,720.6,184.1,720.6,184.1,1569969.0028076172,720.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,1542545.360748291,PC3602.0920.0,PC(31:0)|PC(O-32:0)
34678,724.5,184.1,282708.0399169922,724.5 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC,PC,5,(32:5),,724.5,184.1,724.5,184.1,2074187.295959473,724.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2045010.913909912,PC3622.0920.0,PC(32:5)
34848,726.5,184.1,253017.7388916016,726.5 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC,PC,4,(32:4),,726.5,184.1,726.5,184.1,2547605.525024414,726.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2516731.0028686523,PC3632.0920.0,PC(32:4)
35018,728.6,184.1,254985.2386474609,728.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,3,(32:3),,728.6,184.1,728.5,184.1,3022032.93157959,728.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2991561.229248047,PC3642.0920.0,PC(32:3)|PC(P-33:2)
35188,730.6,184.1,256284.6384277344,730.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,2,(32:2),,730.6,184.1,730.5,184.1,2968187.504272461,730.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2938724.3819274902,PC3652.0920.0,PC(32:2)|PC(O-33:2)|PC(P-33:1)
35358,732.6,184.1,246056.3389892578,732.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,1,(32:1),,732.6,184.1,732.6,184.1,2981648.0073242188,732.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2951063.5249328613,PC3662.0920.0,PC(32:1)|PC(O-33:1)|PC(P-33:0)
35528,734.6,184.1,242903.3336181641,734.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(O-,PC(O-,0,(32:0),,734.6,184.1,734.6,184.1,2987578.3508911133,734.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,2955615.0685424805,PC3672.0920.0,PC(32:0)|PC(O-33:0)
35698,738.5,184.1,260203.41662597656,738.5 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,5,(33:5),,738.5,184.1,738.5,184.1,3260872.047241211,738.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3232593.945037842,PC3692.0920.0,PC(33:5)|PC(P-34:4)
35868,740.6,184.1,267641.29919433594,740.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,4,(33:4),,740.6,184.1,740.6,184.1,3396784.4669189453,740.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3368088.5649108887,PC3702.0920.0,PC(33:4)|PC(O-34:4)|PC(O-34:4)|PC(P-34:3)
36038,742.6,184.1,267630.37939453125,742.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,3,(33:3),,742.6,184.1,742.6,184.1,3314664.9368286133,742.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3284825.0346069336,PC3712.0920.0,PC(33:3)|PC(O-34:3)|PC(P-34:2)
36208,744.6,184.1,248116.97790527344,744.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,2,(33:2),,744.6,184.1,744.6,184.1,3106042.226501465,744.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3076896.6044921875,PC3722.0920.0,PC(33:2)|PC(O-34:2)|PC(P-34:1)
36378,746.6,184.1,237269.09716796875,746.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,1,(33:1),,746.6,184.1,746.6,184.1,3068920.27532959,746.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3042185.833465576,PC3732.0920.0,PC(33:1)|PC(O-34:1)|PC(P-34:0)
36548,748.6,184.1,219498.7763671875,748.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(O-,PC(O-,0,(33:0),,748.6,184.1,748.6,184.1,3082733.9497680664,748.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3055169.5477600098,PC3742.0920.0,PC(33:0)|PC(O-34:0)
36718,750.5,184.1,248373.1767578125,750.5 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC,PC,6,(34:6),,750.5,184.1,750.5,184.1,3302444.6434936523,750.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,3271761.781402588,PC3752.0920.0,PC(34:6)
36888,752.5,184.1,319498.12145996094,752.5 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC,PC,5,(34:5),,752.5,184.1,752.5,184.1,4746879.372436523,752.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,4711435.769836426,PC3762.0920.0,PC(34:5)
37058,754.6,184.1,372481.181640625,754.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(O-,PC(O-,4,(34:4),,754.6,184.1,754.5,184.1,5296121.709228516,754.5 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,5259820.126708984,PC3772.0920.0,PC(34:4)|PC(O-35:4)
37228,756.6,184.1,366911.0434570313,756.6 -> 184.1,PC,PCandSM_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PCandSM,0.0,PC(P-,PC(P-,3,(34:3),,756.6,184.1,756.6,184.1,4930725.526855469,756.6 -> 184.1,PCandSM_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PCandSM,4893741.284057617,PC3782.0920.0,PC(34:3)|PC(P-35:2)
