,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain,IDs,Names
1375,PG(44:10),888.0,699.0,225876.27685546875,888.0 -> 699.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,10,(44:10),,"LMGP04010845, LMGP04010978","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z)), PG(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
1376,PG(43:2),890.0,701.0,85783.62609863281,890.0 -> 701.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,2,(43:2),,"LMGP04010700, LMGP04010781","PG(21:0/22:2(13Z,16Z)), PG(22:2(13Z,16Z)/21:0)"
1377,PG(44:8)|PG(43:1),892.0,703.0,59504.303955078125,892.0 -> 703.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,8,(44:8),,"LMGP04010786, LMGP04010816, LMGP04010844, LMGP04010699, LMGP04010750","PG(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)), PG(21:0/22:1(11Z)), PG(22:1(11Z)/21:0)"
1378,PG(44:7)|PG(43:0),894.0,705.0,59666.244384765625,894.0 -> 705.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,7,(44:7),,"LMGP04010755, LMGP04010843, LMGP04010698, LMGP04010721","PG(22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(11Z)), PG(21:0/22:0), PG(22:0/21:0)"
1379,PG(44:6),896.0,707.0,46952.7833404541,896.0 -> 707.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,6,(44:6),,"LMGP04010785, LMGP04010815, LMGP04010842, LMGP04010979","PG(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PG(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)), PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0), PG(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
1380,PG(44:5),898.0,709.0,57887.22397232056,898.0 -> 709.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,5,(44:5),,"LMGP04010754, LMGP04010814","PG(22:1(11Z)/22:4(7Z,10Z,13Z,16Z)), PG(22:4(7Z,10Z,13Z,16Z)/22:1(11Z))"
1381,PG(44:4),900.0,711.0,104396.78831481934,900.0 -> 711.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,4,(44:4),,"LMGP04010724, LMGP04010784, LMGP04010813","PG(22:0/22:4(7Z,10Z,13Z,16Z)), PG(22:2(13Z,16Z)/22:2(13Z,16Z)), PG(22:4(7Z,10Z,13Z,16Z)/22:0)"
1382,PG(44:3),902.0,713.0,79857.08563232422,902.0 -> 713.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,3,(44:3),,"LMGP04010753, LMGP04010783","PG(22:1(11Z)/22:2(13Z,16Z)), PG(22:2(13Z,16Z)/22:1(11Z))"
1383,PG(44:2),904.0,715.0,56028.704277038574,904.0 -> 715.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,2,(44:2),,"LMGP04010723, LMGP04010752, LMGP04010782","PG(22:0/22:2(13Z,16Z)), PG(22:1(11Z)/22:1(11Z)), PG(22:2(13Z,16Z)/22:0)"
1384,PG(44:1),906.0,717.0,51173.14337921143,906.0 -> 717.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,1,(44:1),,"LMGP04010722, LMGP04010751","PG(22:0/22:1(11Z)), PG(22:1(11Z)/22:0)"
1385,PG(44:0),908.0,719.0,49862.34341430664,908.0 -> 719.0,PG,PG_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PG,0.0,PG,PG,0,(44:0),,LMGP04010944,PG(22:0/22:0)
1386,LPI(12:0),534.2,257.2,59885.80499267578,534.2 -> 257.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(12:0),,LMGP06050007,PI(12:0/0:0)
1387,LPI(13:0),548.2,271.2,79126.06549072266,548.2 -> 271.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(13:0),,LMGP06050001,PI(13:0/0:0)
1388,LPI(14:1),560.2,283.2,294085.7199707031,560.2 -> 283.2,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(14:1),,LMGP06050031,PI(14:1(9Z)/0:0)
1389,LPI(14:0),562.3,285.3,65779.84466552734,562.3 -> 285.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(14:0),,LMGP06050008,PI(14:0/0:0)
1390,LPI(15:1)|LPI(P-16:0),574.3,297.3,117687.80865478516,574.3 -> 297.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(15:1),,LMGP06050014,PI(15:1(9Z)/0:0)
1391,LPI(15:0)|LPI(O-16:0),576.3,299.3,1790465.060546875,576.3 -> 299.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(15:0),,"LMGP06050030, LMGP06060003","PI(15:0/0:0), PI(O-16:0/0:0)"
1392,LPI(16:1),588.3,311.3,202337.8755493164,588.3 -> 311.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(16:1),,LMGP06050009,PI(16:1(9Z)/0:0)
1393,LPI(16:0),590.3,313.3,104220.28759765624,590.3 -> 313.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(16:0),,LMGP06050002,PI(16:0/0:0)
1394,LPI(17:2),600.3,323.3,57386.64422607422,600.3 -> 323.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(17:2),,LMGP06050015,"PI(17:2(9Z,12Z)/0:0)"
1395,LPI(17:1)|LPI(P-18:0),602.3,325.3,46228.92333984375,602.3 -> 325.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(17:1),,"LMGP06050003, LMGP06050032","PI(17:1(10Z)/0:0), PI(17:1(9Z)/0:0)"
1396,LPI(17:0)|LPI(O-18:0),604.3,327.3,776135.8801269531,604.3 -> 327.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(17:0),,"LMGP06050029, LMGP06060002","PI(17:0/0:0), PI(O-18:0/0:0)"
1397,LPI(18:4),610.3,333.3,38114.06280517578,610.3 -> 333.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(18:4),,LMGP06050017,"PI(18:4(6Z,9Z,12Z,15Z)/0:0)"
1398,LPI(18:3),612.3,335.3,49682.62371826172,612.3 -> 335.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(18:3),,"LMGP06050016, LMGP06050028","PI(18:3(6Z,9Z,12Z)/0:0), PI(18:3(9Z,12Z,15Z)/0:0)"
1399,LPI(18:2),614.3,337.3,35383.6024017334,614.3 -> 337.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(18:2),,LMGP06050010,"PI(18:2(9Z,12Z)/0:0)"
1400,LPI(18:1),616.3,339.3,64739.804290771484,616.3 -> 339.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(18:1),,LMGP06050005,PI(18:1(9Z)/0:0)
1401,LPI(18:0),618.3,341.3,400843.1767578125,618.3 -> 341.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(18:0),,LMGP06050004,PI(18:0/0:0)
1402,LPI(19:1)|LPI(P-20:0),630.4,353.4,54542.76413726807,630.4 -> 353.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(P-,LPI(P-,1,(19:1),,LMGP06050018,PI(19:1(9Z)/0:0)
1403,LPI(19:0)|LPI(O-20:0),632.4,355.4,649549.9510498047,632.4 -> 355.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI(O-,LPI(O-,0,(19:0),,"LMGP06050027, LMGP06060001","PI(19:0/0:0), PI(O-20:0/0:0)"
1404,LPI(20:5),636.3,359.3,51888.90362548828,636.3 -> 359.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,5,(20:5),,LMGP06050026,"PI(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
1405,LPI(20:4),638.3,361.3,26896.7419128418,638.3 -> 361.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(20:4),,LMGP06050006,"PI(20:4(5Z,8Z,11Z,14Z)/0:0)"
1406,LPI(20:3),640.3,363.3,34572.84240722656,640.3 -> 363.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,3,(20:3),,LMGP06050021,"PI(20:3(8Z,11Z,14Z)/0:0)"
1407,LPI(20:2),642.3,365.3,38564.18295288086,642.3 -> 365.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(20:2),,LMGP06050020,"PI(20:2(11Z,14Z)/0:0)"
1408,LPI(20:1),644.3,367.3,100334.10778808594,644.3 -> 367.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(20:1),,LMGP06050019,PI(20:1(11Z)/0:0)
1409,LPI(20:0),646.4,369.4,115784.28930664062,646.4 -> 369.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(20:0),,LMGP06050011,PI(20:0/0:0)
1410,LPI(21:0),660.4,383.4,268374.52001953125,660.4 -> 383.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(21:0),,LMGP06050025,PI(21:0/0:0)
1411,LPI(22:6),662.3,385.3,110897.30786132812,662.3 -> 385.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,6,(22:6),,LMGP06050012,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
1412,LPI(22:4),666.3,389.3,32802.56234741211,666.3 -> 389.3,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,4,(22:4),,LMGP06050013,"PI(22:4(7Z,10Z,13Z,16Z)/0:0)"
1413,LPI(22:2),670.4,393.4,29403.062118530277,670.4 -> 393.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,2,(22:2),,LMGP06050023,"PI(22:2(13Z,16Z)/0:0)"
1414,LPI(22:1),672.4,395.4,126827.3486328125,672.4 -> 395.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,1,(22:1),,LMGP06050022,PI(22:1(11Z)/0:0)
1415,LPI(22:0),674.4,397.4,68945.72473144531,674.4 -> 397.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,LPI,LPI,0,(22:0),,LMGP06050024,PI(22:0/0:0)
1416,PI(24:0),716.4,439.4,176133.53344726562,716.4 -> 439.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(24:0),,LMGP06010962,PI(12:0/12:0)
1417,PI(25:0),730.4,453.4,49882.56335449219,730.4 -> 453.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(25:0),,"LMGP06010003, LMGP06010036","PI(12:0/13:0), PI(13:0/12:0)"
1418,PI(26:1),742.4,465.4,107115.38745117188,742.4 -> 465.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,1,(26:1),,"LMGP06010014, LMGP06010077, LMGP06010964","PI(12:0/14:1(9Z)), PI(14:1(9Z)/12:0), PI(10:0/16:1(9Z))"
1419,PI(26:0),744.4,467.4,133953.25,744.4 -> 467.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,0,(26:0),,"LMGP06010903, LMGP06010949, LMGP06010950, LMGP06010963","PI(14:0/12:0), PI(13:0/13:0), PI(12:0/14:0), PI(10:0/16:0)"
1420,PI(27:1)|PI(P-28:0),756.5,479.5,35374.34262084961,756.5 -> 479.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(27:1),,"LMGP06010016, LMGP06010038, LMGP06010078, LMGP06010129","PI(12:0/15:1(9Z)), PI(13:0/14:1(9Z)), PI(14:1(9Z)/13:0), PI(15:1(9Z)/12:0)"
1421,PI(27:0)|PI(O-28:0),758.5,481.5,53437.10363769531,758.5 -> 481.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(27:0),,"LMGP06010015, LMGP06010037, LMGP06010061, LMGP06010107, LMGP06020002","PI(12:0/15:0), PI(13:0/14:0), PI(14:0/13:0), PI(15:0/12:0), PI(O-16:0/12:0)"
1422,PI(28:2),768.4,491.4,66300.78530883789,768.4 -> 491.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,2,(28:2),,LMGP06010891,PI(14:1(9Z)/14:1(9Z))
1423,PI(28:1)|PI(P-29:0),770.5,493.5,97802.46728515624,770.5 -> 493.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(28:1),,"LMGP06010017, LMGP06010039, LMGP06010062, LMGP06010169, LMGP06010079, LMGP06010130","PI(12:0/16:1(9Z)), PI(13:0/15:1(9Z)), PI(14:0/14:1(9Z)), PI(16:1(9Z)/12:0), PI(14:1(9Z)/14:0), PI(15:1(9Z)/13:0)"
1424,PI(28:0)|PI(O-29:0),772.5,495.5,110848.18774414062,772.5 -> 495.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(28:0),,"LMGP06010890, LMGP06010908, LMGP06010914, LMGP06010946, LMGP06010961, LMGP06010965, LMGP06020003","PI(15:0/13:0), PI(13:0/15:0), PI(12:0/16:0), PI(16:0/12:0), PI(14:0/14:0), PI(10:0/18:0), PI(O-16:0/13:0)"
1425,PI(29:2)|PI(P-30:1),782.5,505.5,6661615.031005859,782.5 -> 505.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,2,(29:2),,"LMGP06010020, LMGP06010081, LMGP06010132, LMGP06010246","PI(12:0/17:2(9Z,12Z)), PI(14:1(9Z)/15:1(9Z)), PI(15:1(9Z)/14:1(9Z)), PI(17:2(9Z,12Z)/12:0)"
1426,PI(29:1)|PI(O-30:1)|PI(P-30:0),784.5,507.5,765987.7363891602,784.5 -> 507.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(29:1),,"LMGP06010019, LMGP06010041, LMGP06010063, LMGP06010131, LMGP06010216, LMGP06010170, LMGP06010109, LMGP06010080, LMGP06020005, LMGP06030004, LMGP06030029","PI(12:0/17:1(9Z)), PI(13:0/16:1(9Z)), PI(14:0/15:1(9Z)), PI(15:1(9Z)/14:0), PI(17:1(9Z)/12:0), PI(16:1(9Z)/13:0), PI(15:0/14:1(9Z)), PI(14:1(9Z)/15:0), PI(O-16:0/14:1(9Z)), PI(P-16:0/14:0), PI(P-18:0/12:0)"
1427,PI(29:0)|PI(O-30:0),786.5,509.5,131479.52954101562,786.5 -> 509.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(29:0),,"LMGP06010018, LMGP06010040, LMGP06010108, LMGP06010160, LMGP06010194, LMGP06010902, LMGP06020004, LMGP06020019","PI(12:0/17:0), PI(13:0/16:0), PI(15:0/14:0), PI(16:0/13:0), PI(17:0/12:0), PI(14:0/15:0), PI(O-16:0/14:0), PI(O-18:0/12:0)"
1428,PI(30:4),792.4,515.4,28299.081802368164,792.4 -> 515.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,4,(30:4),,"LMGP06010024, LMGP06010393","PI(12:0/18:4(6Z,9Z,12Z,15Z)), PI(18:4(6Z,9Z,12Z,15Z)/12:0)"
1429,PI(30:3),794.4,517.4,77455.48666381836,794.4 -> 517.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,3,(30:3),,"LMGP06010022, LMGP06010023, LMGP06010334, LMGP06010365","PI(12:0/18:3(6Z,9Z,12Z)), PI(12:0/18:3(9Z,12Z,15Z)), PI(18:3(6Z,9Z,12Z)/12:0), PI(18:3(9Z,12Z,15Z)/12:0)"
1430,PI(30:2)|PI(P-31:1),796.5,519.5,231924.0571899414,796.5 -> 519.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,2,(30:2),,"LMGP06010021, LMGP06010043, LMGP06010247, LMGP06010308, LMGP06010083, LMGP06010172, LMGP06010134","PI(12:0/18:2(9Z,12Z)), PI(13:0/17:2(9Z,12Z)), PI(17:2(9Z,12Z)/13:0), PI(18:2(9Z,12Z)/12:0), PI(14:1(9Z)/16:1(9Z)), PI(16:1(9Z)/14:1(9Z)), PI(15:1(9Z)/15:1(9Z))"
1431,PI(30:1)|PI(O-31:1)|PI(P-31:0),798.5,521.5,127435.62915039062,798.5 -> 521.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(P-,PI(P-,1,(30:1),,"LMGP06010042, LMGP06010082, LMGP06010110, LMGP06010171, LMGP06010290, LMGP06010901, LMGP06010912, LMGP06010133, LMGP06010217, LMGP06010161, LMGP06020007, LMGP06030006, LMGP06030030","PI(13:0/17:1(9Z)), PI(14:1(9Z)/16:0), PI(15:0/15:1(9Z)), PI(16:1(9Z)/14:0), PI(18:1(9Z)/12:0), PI(14:0/16:1(9Z)), PI(12:0/18:1(9Z)), PI(15:1(9Z)/15:0), PI(17:1(9Z)/13:0), PI(16:0/14:1(9Z)), PI(O-16:0/15:1(9Z)), PI(P-16:0/15:0), PI(P-18:0/13:0)"
1432,PI(30:0)|PI(O-31:0),800.5,523.5,219534.15625,800.5 -> 523.5,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI(O-,PI(O-,0,(30:0),,"LMGP06010868, LMGP06010907, LMGP06010913, LMGP06010945, LMGP06010948, LMGP06010860, LMGP06010947, LMGP06020006, LMGP06020020","PI(17:0/13:0), PI(13:0/17:0), PI(12:0/18:0), PI(16:0/14:0), PI(14:0/16:0), PI(18:0/12:0), PI(15:0/15:0), PI(O-16:0/15:0), PI(O-18:0/13:0)"
1433,PI(31:4),806.4,529.4,29414.242126464844,806.4 -> 529.4,PI,PI_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PI,0.0,PI,PI,4,(31:4),,"LMGP06010049, LMGP06010394","PI(13:0/18:4(6Z,9Z,12Z,15Z)), PI(18:4(6Z,9Z,12Z,15Z)/13:0)"
