lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023
TAG(58:0)_FA 18:0,-0.5371379795245248,7.702408433063118,1.2358062844123197,0.26628081848309537,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,105546.84605407716,103733.48748779295,71711.16467285156,102833.74835205078,71214.52656555176,108152.00631713869,161491.31071472168,95092.30612182616,106232.70895385742,77286.62408447266,122829.93090820312
TAG(58:0)_FA 18:1,-0.3592781808509396,5.950425758111007,0.5546012335956334,0.4564437035108675,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,41455.20314025879,31204.801971435547,27008.28231811523,24435.68194580078,28292.88158416748,48471.383544921875,33600.26200866699,27994.262008666992,26154.30177307129,25396.96184539795,22646.84157562256
TAG(58:0)_FA 18:2,-0.4709793126313043,5.415392576831867,0.9512626519674718,0.32939810825471433,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,24968.24201202393,21277.1615524292,19083.40151977539,19377.72124481201,14906.74104309082,34462.16246032715,24475.6016998291,19382.12134170532,18042.94130706787,17685.941329956055,18108.541038513184
TAG(58:0)_FA 20:0,-0.43533240028515025,5.922161843541533,0.8132776041300076,0.3671529969336583,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,33657.302337646484,34321.72261047363,24890.581771850582,30133.362060546875,23578.001914978027,53572.883880615234,27872.761993408203,28510.961959838867,30343.281951904297,22633.281646728516,20233.001373291016
TAG(58:0)_FA 20:4,-0.24773993342357042,6.045414297067778,0.2640591682718423,0.6073450661772146,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,48402.14259338379,30835.982650756836,27535.741287231445,38047.80218887329,28977.38215637207,43597.74295425415,38771.84316253662,31078.4418258667,34860.30291748047,22104.601474761963,16751.601188659668
TAG(58:1)_FA 16:0,-0.43703559349299115,5.6547770910786825,0.8196104213552642,0.36529409408477664,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,27401.32196044922,26684.30212402344,22797.50164794922,24117.581802368164,19368.561378479004,36049.20261001587,25735.121673583984,22599.841262817383,28956.021934509277,22240.78143310547,19112.701416015625
TAG(58:1)_FA 16:1,-0.14043196784915496,6.38958474099388,0.08491959286686779,0.7707380235433433,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,50834.18322753906,47113.94334411621,36111.54281616211,34265.28260803223,36390.382400512695,49253.3631439209,37708.022521972656,31741.242233276367,38269.46269226074,30331.80212402344,64025.38471984863
TAG(58:1)_FA 18:0,-0.3810202942432818,6.006774074163743,0.6235595931894977,0.4297275864703546,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,35862.50215911865,34481.902740478516,30681.4423828125,32704.38259124756,23297.6817779541,41016.343505859375,28095.061950683594,30083.862365722656,38622.28286743164,30955.342254638672,24704.081512451172
TAG(58:1)_FA 18:1,-0.63204939074181965,7.80410328974371,1.7073859343345252,0.19132488371080297,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,104878.21017456056,104566.50677490234,87487.44776916504,104351.326461792,87620.56558227539,119836.3081665039,172542.2278289795,124638.72784423828,113047.08764648438,86404.50646972656,90254.94714355467
TAG(58:1)_FA 18:2,-0.5655366651911091,5.899812855705725,1.3689775604259182,0.24198763065021842,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,29403.421981811523,29836.52214050293,24842.02163696289,26251.641578674316,24663.941528320312,43535.203033447266,36361.302421569824,30006.30210876465,28027.841789245605,26258.721603393555,22933.141540527344
TAG(58:1)_FA 20:0,-0.3440252732699291,5.734624267656746,0.5086092233092927,0.4757415332221804,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,29527.942512512207,28742.021965026855,25687.081665039062,30273.161865234375,17361.101181030273,33921.042404174805,27976.882293701172,25459.801971435547,26789.402053833008,22514.16148376465,21224.28151702881
TAG(58:1)_FA 20:4,-0.45952951351797366,5.383053197963676,0.9057591920291088,0.34124213941941384,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,21525.30155944824,22277.681671142574,16081.841270446776,21146.42153930664,16418.801055908203,34204.962463378906,20376.54135894775,20653.9015045166,18600.341094970703,15289.241012573242,18212.781127929688
TAG(58:10)_FA 16:0,-0.30719623932891965,5.5978662999900095,0.4057306133130396,0.5241444706053379,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,27069.241821289062,24729.64167022705,24864.101776123047,22525.421600341797,22167.06145477295,38040.28211212158,23499.9217376709,21255.10124206543,21010.981189727783,20574.061447143555,18443.961318969727
TAG(58:10)_FA 16:1,-0.5070564202681574,5.689347265440041,1.1018413201161366,0.2938623663768333,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,30458.54217529297,25628.421646118164,21353.421417236328,22599.061645507812,20288.34152984619,50244.803634643555,25284.54165649414,22545.321395874023,22831.361557006836,21487.961418151855,18418.02131652832
TAG(58:10)_FA 18:0,-0.11780095177270238,6.100515553229467,0.059761394464658224,0.8068734644085854,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,51646.08376312256,32242.862030029297,32585.14232635498,40607.90299987793,31095.36239624023,47865.52297973633,36685.04216003418,28170.221923828125,33837.20196533203,24155.981452941895,19410.981323242188
TAG(58:10)_FA 18:1,-0.33829611214209465,5.733882714061532,0.4918484829246381,0.4831038952816322,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,29849.582061767574,27574.84149169922,23857.041763305664,26551.161834716797,22445.44164276123,35900.162925720215,27507.241928100582,22977.581741333008,27015.341873168945,23783.3819732666,23109.001846313477
TAG(58:10)_FA 18:2,-0.4005107412075373,6.483430470930182,0.6887978000385715,0.40657359471034216,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,51040.68371582031,46935.26345825195,38984.60290527344,41527.74331665039,40041.222900390625,56408.243591308594,47649.12350463867,43945.64343261719,46773.10270690918,42565.88342285156,30040.742401123047
TAG(58:10)_FA 20:0,-0.5881752070491725,5.539442576083921,1.4799578379074774,0.223781119068963,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,23861.861557006836,23976.101791381836,16913.22113800049,20790.241256713867,17101.7013130188,41912.822677612305,22371.021560668945,22097.04148864746,20283.90163421631,20225.20132446289,21278.34136199951
TAG(58:10)_FA 20:4,-0.25873869153149565,6.105322496320074,0.2879948658783178,0.5915083417864324,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,37614.802490234375,37802.522636413574,35566.6229095459,39480.442443847656,27586.381881713867,43806.862701416016,34584.842376708984,32488.342346191406,35099.16223144531,28770.06202697754,22864.701446533203
TAG(58:2)_FA 16:0,-0.2215992826504468,5.558308770100116,0.21131632481444762,0.6457376327572898,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,26007.341796875,27679.281677246097,24974.221725463867,20823.161415100098,21552.2416305542,34452.42239379883,27844.222282409668,18720.50141143799,19070.181182861328,17658.46128463745,20092.02130126953
TAG(58:2)_FA 16:1,-0.33036081450540306,5.680628325849859,0.4690933610779098,0.4934045607577957,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,29640.662002563477,28523.62216186523,25873.421966552734,26952.821716308594,17906.061233520508,36474.54232788086,24606.401878356937,22886.86166381836,27084.78192138672,23011.921836853027,17906.241302490234
TAG(58:2)_FA 18:0,-0.24873767574373962,6.113943581241462,0.26618727673280773,0.6059009231339577,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,42431.54327392578,34984.76266479492,29471.961990356445,35414.08253479004,27346.921546936035,40754.38261413574,37895.26265716553,28345.121826171875,33632.30295562744,27220.121955871586,40114.6630859375
TAG(58:2)_FA 18:1,-0.42845542730553016,6.0391411412414495,0.7878841077582874,0.3747406926111185,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,30553.60196685791,40366.2029876709,29702.60186767578,32761.32238006592,24913.941429138184,41995.36267089844,30439.66241455078,33958.06265258789,35139.422271728516,31275.462394714355,24592.201873779297
TAG(58:2)_FA 18:2,-0.5542659851079742,7.762582914600809,1.3153934186425431,0.2514204644068306,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,117374.40753173828,105794.88764953612,79159.72521972656,98969.84729003906,89224.8059387207,111850.60754394533,160847.86883544922,120963.4302520752,102581.76666259766,87463.98551940918,88038.02629089355
TAG(58:2)_FA 20:0,-0.5283446614110976,5.812672609132858,1.1957952749714877,0.2741636897969756,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,27083.502151489258,28372.002029418945,24461.561882019043,33983.06297302246,18200.601348876953,46862.2430267334,34745.46240234375,27386.20196533203,24602.441986083984,23323.661544799805,16193.260990142822
TAG(58:2)_FA 20:4,-0.37384464608067913,6.616523245034039,0.6003799286130231,0.4384331028136536,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,52809.323791503906,53118.084228515625,48537.30303955078,45435.72299194336,38170.30258178711,55790.28332519531,52438.94372558594,50586.003662109375,48279.50344848633,42721.602783203125,41615.88311767578
TAG(58:3)_FA 16:0,-0.4299774165092122,5.937335532486054,0.7934613190679016,0.3730555464969601,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,32794.26239013672,32549.582763671875,24828.70147705078,23071.60191345215,26206.821403503414,53076.20413208008,32259.52227783203,25635.622131347656,21812.5814743042,22758.66152191162,36640.90299987793
TAG(58:3)_FA 16:1,-0.2648900692125703,5.556558832613672,0.30181826001387435,0.5827447741161172,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,26238.921646118164,27164.38192749023,27828.70178222656,20764.481452941895,18294.66152191162,36166.58247375488,23861.501693725582,19641.941467285156,19913.10125732422,20205.281356811523,18222.901443481445
TAG(58:3)_FA 18:0,-0.35572719517800505,5.804595432995958,0.5437144617744138,0.4608973967529449,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,37403.142990112305,29754.38200378418,24210.84178161621,27092.70234680176,20477.12142944336,48670.92333984375,26257.121894836426,23281.72149658203,24925.36198425293,25066.64193725586,19471.501426696777
TAG(58:3)_FA 18:1,-0.3763690220239141,6.329948359924299,0.6084816172599403,0.4353600814862172,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,47544.86306762695,37565.78283691406,32231.482421875,37952.34258270264,30346.962493896484,49589.303634643555,46375.94268798828,32096.88188934326,37987.34293746948,36251.14220428467,50040.80330657959
TAG(58:3)_FA 18:2,-0.3887001458858031,6.012693674003248,0.6488738219842958,0.42051560551837575,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,36753.84266662598,38086.52252960205,29124.36213684082,29656.402435302734,25083.86191558838,40526.74282836914,30554.48207092285,33010.38246154785,33703.40275192261,31020.38208770752,22438.6014251709
TAG(58:3)_FA 20:0,-0.5079871631860289,5.615686801350523,1.1058600922026471,0.2929836463528646,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,24420.90175628662,23674.341693878177,23790.7618560791,25120.801635742188,17343.101448059082,36305.58265686035,33081.10224151611,24312.841789245605,19891.86131668091,19770.04158782959,17507.061416625977
TAG(58:3)_FA 20:4,-0.43204807273338314,6.2670576535687275,0.8011131762982586,0.37076075639190775,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,38661.742904663086,37578.94291687012,38458.10289764404,36826.142570495605,27877.341598510742,48618.623680114746,42159.223388671875,39680.60306549072,35113.48258972168,30192.402046203613,38252.98287963867
TAG(58:4)_FA 16:0,-0.35943457670468365,5.322774885275047,0.5550487614107169,0.4562620794487996,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,23044.28172302246,20122.741340637207,19147.461196899418,18194.30132293701,16965.54125213623,34804.42224121094,19541.58123779297,17019.30126953125,17276.10121154785,15240.340980529783,16841.121200561523
TAG(58:4)_FA 16:1,-0.42830726032220445,5.90835263708624,0.7873306094761574,0.37490851299389183,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,32755.162231445312,31573.08177947998,24124.981689453125,23354.761528015137,26211.962028503414,51184.84358215332,33525.162773132324,25497.962036132812,20607.041347503666,22988.041877746586,33434.72286987305
TAG(58:4)_FA 18:0,-0.6133789594537125,6.019358684195765,1.6086257332967762,0.20468508927220042,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,33433.72218322754,27074.641708374023,30424.70181274414,32305.662521362305,22867.261444091797,71563.30522155762,30029.622283935547,27783.84197998047,31122.482421875,27206.2421875,19979.761276245117
TAG(58:4)_FA 18:1,-0.5905959543466163,5.875078040374566,1.4921301795739055,0.22188624439636848,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,30232.081985473633,29420.401794433594,25206.921768188477,26313.981758117676,21174.921493530273,51693.84371948242,32931.782165527344,30766.861976623535,23394.18141937256,23046.681846618652,21081.261459350582
TAG(58:4)_FA 18:2,-0.3272120621171161,6.344165825352976,0.460233211235618,0.49751500177433977,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,48867.142921447754,42426.50328063965,32086.52210998535,38237.32258605957,31013.702266693115,52005.66400146485,44303.38342285156,32580.20211791992,35651.56241607666,37322.743350982666,48416.92386627197
TAG(58:4)_FA 20:0,-0.6705027345045381,6.033405130710724,1.9194296953310186,0.16591954400894904,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,33196.00235748291,27550.022087097168,30527.7222366333,32226.662132263184,21623.92140197754,59456.20398712158,38736.76286315918,33596.90231323242,30858.30239868164,27482.321784973145,18228.301162719727
TAG(58:4)_FA 20:4,-0.5079190228107023,5.891453005227021,1.1055928784548996,0.29304196931244464,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,27883.561737060547,34330.7820892334,26946.14196777344,27134.721992492676,21799.241485595703,54621.34341430664,28945.722061157227,25690.901931762695,29335.481826782227,24718.141883850098,22720.84147644043
TAG(58:5)_FA 16:0,-0.33499649362301914,5.575767799334229,0.48231574798137444,0.48737524619012645,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,29349.8021774292,24857.00177001953,24949.62197875977,19895.781616210938,19042.241424560547,40418.803161621094,23739.061477661133,19295.44132232666,20015.64129638672,20949.58144378662,19044.241424560547
TAG(58:5)_FA 16:1,-0.3453967817587027,5.372206789722237,0.5126449793920074,0.47399610100015604,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,25774.921829223633,20159.121337890625,21262.921463012695,16988.341186523438,18276.741287231445,33259.842361450195,20213.62127685547,18149.72135925293,19837.96142578125,16621.061225891113,15489.0609664917
TAG(58:5)_FA 18:0,-0.33155453161822934,6.39377544375533,0.4725071283813804,0.4918360277713554,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,48946.68339538574,37711.582916259766,47849.60307312012,46928.04350280762,30462.38190460205,67731.6040649414,43099.083068847656,33183.54228210449,45404.08349609375,35849.922439575195,26653.221435546875
TAG(58:5)_FA 18:1,-0.46255343019321055,6.105845712367549,0.9177334335972773,0.33807080318586663,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,35970.822494506836,30311.441696166992,38254.14253234863,34220.86282348633,26370.421936035156,64524.30432128906,36774.88236618042,28880.28196716309,32478.3224029541,28437.08196258545,21113.321350097656
TAG(58:5)_FA 18:2,-0.47390413523959807,5.93050658157869,0.9631091216788263,0.32640477798932155,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,33794.72265625,30807.42182159424,26050.86196899414,29921.44184112549,23661.741668701172,48463.60350036621,33955.382247924805,30026.22193145752,26888.421493530273,24830.86167144775,21587.241622924805
TAG(58:5)_FA 20:0,-0.4624268379223692,5.990661104793255,0.9172255582246791,0.3382045061091612,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,36407.06234741211,30942.261779785156,25907.262199401855,30158.822257995605,30727.161643981937,53252.38377380371,33226.72193145752,31656.80249786377,29430.581756591797,27390.041526794434,15629.56113433838
TAG(58:5)_FA 20:4,-0.3471514183758129,5.943780522677681,0.5178813941360547,0.4717468207336518,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,34478.342933654785,33016.28273773193,28521.422088623047,31148.72204589844,23676.741455078125,41740.762550354,32824.20230102539,27809.841796875,31415.86215209961,24671.801597595215,26046.181648254395
TAG(58:6)_FA 16:0,-0.22281563863713805,5.565508414212992,0.21364054363164087,0.6439288249546401,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,31280.282012939453,24953.861526489258,21563.90156555176,24246.161666870117,20348.701431274418,32691.18235778809,24218.942138671875,19524.041427612305,24069.781692504883,18744.3014793396,18409.601150512695
TAG(58:6)_FA 16:1,-0.3739653972577462,5.545067687683866,0.6007221528410582,0.4383026246422764,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,26571.801834106445,25166.201690673828,23879.221656799316,18887.34115600586,19303.921226501465,41101.42288208008,26218.681762695312,18674.521240234375,19701.74160003662,17765.201148986816,18786.34154510498
TAG(58:6)_FA 18:0,0.31118436135886957,7.158327748082507,0.4163522752128017,0.5187628227824584,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,93709.64587402344,77046.60607910156,123317.20819091795,87792.54721069336,82202.6264038086,66707.70446777344,53353.58395385742,58626.06408691406,75882.22505187988,53568.383850097656,23829.66149902344
TAG(58:6)_FA 18:1,-0.35571528883257797,6.376803060146006,0.5436991090828087,0.46090372593790163,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,42259.343032836914,39535.9426574707,48866.643058776855,44618.80312347412,29151.56196975708,63740.9245300293,44442.42269897461,35347.66254425049,41166.70335006714,33335.9822845459,32353.982498168945
TAG(58:6)_FA 18:2,-0.43849852753405216,6.129598020245612,0.8251180508873404,0.36368800499074305,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,34603.84265136719,30447.062286376953,38469.52267456055,35300.70299530029,30236.021743774418,63130.22413635254,34660.84264373779,31576.022384643555,33187.02265167236,28127.42194366455,21621.64151000977
TAG(58:6)_FA 20:0,-0.23496871507465764,6.087103924947759,0.2375652384815794,0.625970184767316,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,38903.383239746094,37112.20248413086,33275.3221282959,42346.22326660156,25697.78196716309,42706.68276977539,32609.90222930908,33888.10217285156,35131.602767944336,24954.62181091309,22698.181579589844
TAG(58:6)_FA 20:4,-0.5199511830574636,6.104907405442688,1.1583301026887511,0.2818121318159811,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,32831.2625579834,32362.782501220703,29871.802627563477,40152.582611083984,25648.74171447754,57877.863998413086,35907.86242675781,31585.66241455078,33953.12253570557,32874.66215515137,21732.221466064453
TAG(58:7)_FA 16:0,-0.2724835042766395,6.236221799469529,0.3193619481362475,0.571991343256313,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,47870.44314575195,45331.82339477539,33498.30242919922,38787.922790527344,27781.081985473633,46660.60382080078,31411.902282714844,32267.02249145508,48352.76319885254,35738.962326049805,27245.362030029297
TAG(58:7)_FA 16:1,-0.18996599843923093,5.630908670019362,0.15533333279867634,0.6934898622221843,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,33392.82247924805,27457.741760253903,24279.50161743164,25414.061767578125,19570.781341552734,31996.08211517334,24496.001586914062,20280.861358642574,25046.32160949707,21947.301635742188,18944.00106048584
TAG(58:7)_FA 18:0,-0.19693288310392415,6.65448825461799,0.16693875879127518,0.6828468842846949,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,66146.42547607422,55292.22471618652,49620.90316772461,58979.92370605469,42103.622970581055,67769.5244140625,41638.103088378906,44766.56359863281,61442.98391723633,43289.10321044922,23818.04160308838
TAG(58:7)_FA 18:1,0.35186300718975383,7.0720468289732406,0.5320315463084173,0.4657540053493579,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,70890.4248046875,86227.5658569336,113364.82846069336,85273.02546691895,77735.80520629883,65500.78405761719,49036.64324951172,53295.243560791016,61932.36444091797,48667.62344360352,36611.28298950195
TAG(58:7)_FA 18:2,-0.36104666591024354,6.405852286733942,0.5600775311924766,0.454229005761397,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,42196.70315551758,39847.04260253906,47546.36343383789,47939.72297286987,31467.80224609375,67152.70446777344,46333.0235748291,35453.86296081543,39929.88332366943,35773.443099975586,31000.122283935547
TAG(58:7)_FA 20:0,-0.7371925072178445,7.464406988144208,2.316124926555858,0.12803864150779626,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,71131.82383728027,56380.784240722656,67064.0658569336,139212.8112640381,55951.80340576172,49971.18428039551,62344.12463378906,146664.0316772461,200015.95705413815,43983.6626663208,23436.641555786133
TAG(58:7)_FA 20:4,-0.5625531784341008,5.907972168048665,1.3546664906145907,0.2444639684083002,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,29942.482162475582,27208.92192840576,26354.741828918457,34174.482681274414,20939.38157653809,53059.644050598145,32111.90251159668,28742.42222595215,29252.902389526367,26487.561653137207,17697.08115386963
TAG(58:8)_FA 16:0,-0.4427413185062626,6.314716169000514,0.841108301142782,0.35907998843416417,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,43254.78355407715,43393.0030670166,35576.242431640625,36455.70243835449,29455.922317504883,65551.08503723145,36900.142837524414,34963.7825012207,41771.22296142578,32931.062072753906,33646.12242126465
TAG(58:8)_FA 16:1,-0.23881977990562672,6.211026452362224,0.24540980139869362,0.6203258855462224,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,42140.962890625,45422.88345336914,35487.842346191406,38094.84280395508,32256.382385253903,41579.14303588867,32339.622467041016,32953.062576293945,46931.18312072754,35633.802185058594,24379.46174621582
TAG(58:8)_FA 18:0,-0.3812040013355528,6.453697294505715,0.6241766554369406,0.42949943597145945,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,47937.883239746094,44940.323150634766,41930.96328735352,40603.88249206543,40624.08282470703,53873.10354614258,40718.64309692383,48290.06343078613,42780.36346435547,40962.44250488281,28531.862182617188
TAG(58:8)_FA 18:1,-0.21691378308283485,6.681980563145671,0.20249924477957393,0.6527110456372434,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,53242.163513183594,61560.584060668945,51177.60382080078,58564.70364379883,47902.20401763916,62656.78512573242,48906.22329711914,46736.58331298828,55021.9836730957,48423.16383361816,29198.041931152344
TAG(58:8)_FA 18:2,0.3363477358449863,7.058863081919301,0.4862497955809888,0.48560497111994194,0.9972693009725494,5,5,Genotype_ 5xFAD | Brain Region_ diencephalon,Genotype_ 5xFAD | Brain Region_ hippo,TAG,75508.04595947266,82567.32626342773,113596.0478515625,82529.6050415039,74336.26559448242,68225.02462768555,47634.10314941406,52753.10417175293,59055.924072265625,50684.44421386719,34942.66258239746
