lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
TAG(50:4)_FA 18:1,0.0903937083286954,7.520725427861122,0.0377289218927217,0.8459884791674217,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,90654.48596191406,150531.25134277344,119229.22778320312,77697.66564941406,108800.66821289062,118509.74829101562,103441.86785888672,105566.20770263672,71868.24548339844,67988.80480957031
TAG(50:4)_FA 18:2,0.018730169849359546,8.903990529145089,0.0016171853785635903,0.9679223221621823,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,170426.2109375,373858.2473144531,424215.5666503906,183860.8337402344,223954.45581054688,360618.6516113281,266631.0998535156,351159.18359375,188168.39379882812,127309.08911132812
TAG(52:0)_FA 16:0,-0.07114653832035196,8.220444695456763,0.02327756824649896,0.8787374792374376,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,158434.09204101562,181485.65307617188,183773.15234375,139745.70947265625,202138.99243164065,201194.2353515625,160031.63208007812,161335.3515625,136146.02978515625,117571.30859375
TAG(52:0)_FA 16:1,0.032674352632398464,6.113114611091986,0.004922669928191681,0.9440649253495668,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,38350.902740478516,42725.8828125,42092.78288269043,36086.742584228516,47144.3835144043,42595.623046875,35096.6823425293,36397.88262939453,31221.622344970703,28469.58221435547
TAG(52:0)_FA 18:0,-0.10301012546307522,9.242563866364161,0.04875205767530133,0.8252491903930281,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,300363.5009765625,365023.38525390625,403900.484375,266634.92138671875,431298.9487304687,412741.05322265625,338455.00634765625,337480.60400390625,251547.25927734375,235985.79833984375
TAG(52:0)_FA 18:1,-0.015998045497012586,6.776519797510673,0.001178695139348207,0.9726123040575564,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,61348.024658203125,63273.364196777344,70228.40545654297,52887.66387939453,76731.48498535156,70865.78466796875,51962.38342285156,60850.044189453125,48664.003479003906,45804.143493652344
TAG(52:0)_FA 18:2,0.055424405660659634,5.495081507190012,0.01417095691402892,0.9052422170841354,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,29994.92219543457,26106.161666870117,23647.26166534424,21766.381439208984,28414.941970825195,26468.64175415039,25479.401962280273,20857.241569519043,19904.76141357422,23511.88192749023
TAG(52:0)_FA 20:0,-0.1458724695033103,7.104937741055726,0.0976325214205645,0.7546894136668872,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,68358.14483642578,78648.265625,97184.6866760254,58949.06478881836,80268.264892578125,92286.64581298828,75206.18518066406,85078.985595703125,76890.904541015625,46022.583251953125
TAG(52:0)_FA 20:4,0.11369362146143065,5.273824392414384,0.0597068943363297,0.8069598070188905,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,24549.121879577637,23962.3818359375,21053.061462402344,21074.18145751953,25453.14183807373,24570.72164916992,18610.9612197876,19395.621391296387,16056.100952148438,17294.401275634766
TAG(52:1)_FA 16:0,-0.04906299699880437,7.681519968577653,0.011076514108935731,0.9161813887388907,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,83871.30572509766,137687.7095336914,180498.03088378903,88401.34600830078,133847.36987304688,112646.82696533205,151174.88995361328,142396.57037353516,81189.62585449219,36838.66278076172
TAG(52:1)_FA 16:1,-0.06816652686631547,8.276787176415032,0.021370246255173697,0.8837748281316805,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,157143.21142578125,187174.453125,201887.55346679688,143067.29052734375,209399.43383789065,210765.11596679688,168494.81079101562,167897.1123046875,135542.689453125,126673.42846679688
TAG(52:1)_FA 18:0,-0.07954629658997425,9.234300485737316,0.029091839591046664,0.864567156686841,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,222722.25415039065,446893.54833984375,510872.2493896485,241074.8603515625,396015.9409179687,336507.0080566406,382526.3271484375,509767.4923095703,213105.615234375,108766.12854003906
TAG(52:1)_FA 18:1,-0.05558884001609446,9.92970314045948,0.014216828189091757,0.905089700138316,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,490359.494140625,577407.662109375,680849.98828125,444960.6103515625,644329.2099609375,631530.86328125,532379.8583984375,570810.92041015625,426939.6044921875,378191.5263671875
TAG(52:1)_FA 18:2,0.02014458059571039,6.774300746099431,0.0018706200633715753,0.96550171764414,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,61569.403869628906,62175.304138183594,71670.8052368164,54537.76385498047,64416.84490966797,66952.00457763672,57007.30416870117,59387.98455810547,55142.323669433594,47212.68347167969
TAG(52:1)_FA 20:4,0.02115170404552605,5.118708968724603,0.002062083739474474,0.963780373107631,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,21300.22134399414,19962.60167312622,19719.12120819092,15904.841190338137,22423.08162689209,20651.281494140625,18304.581283569336,17555.101104736328,14785.480880737305,18970.081588745117
TAG(52:1)_FA20:0,-0.032511794588181486,5.943525566590049,0.004865600069933862,0.9443895772810117,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,28922.101669311523,41234.70335388184,42454.72268676758,26303.60173034668,37267.98271179199,40907.58403015137,32345.68194580078,35814.522888183594,28195.601776123047,25316.082092285156
TAG(52:2)_FA 16:0,-0.03590567491915389,8.17749407910187,0.00593446391735597,0.9385953263744596,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,116000.48712158205,212729.75842285156,241348.91680908203,123922.00860595705,179617.01513671875,166286.19342041016,185158.0140380859,226650.5942993164,113291.82861328124,52272.26361083984
TAG(52:2)_FA 16:1,-0.05826321079412564,7.718722402004244,0.015616118820162228,0.9005516784452359,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,83587.865966796875,143942.63104248047,180689.87322998047,90789.62530517578,132409.14916992188,114282.46862792967,143445.8311767578,159437.21112060547,85573.42645263672,41600.56280517578
TAG(52:2)_FA 18:0,0.14348688288528993,8.162449265404017,0.09517315104403679,0.7577007891918349,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,101019.2061767578,290407.30212402344,232776.0946044922,103048.90789794922,145703.93090820312,175386.45483398438,208527.2354736328,190274.93280029297,90569.22692871094,64860.944763183594
TAG(52:2)_FA 18:1,-0.09864933093791811,9.77806247561104,0.044717680086250766,0.8325240091709744,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,311382.70263671875,623399.8991699219,786854.5153808594,345975.14306640625,569937.28125,504093.1254882813,564345.35693359375,751794.32275390625,313613.1652832031,146284.83056640625
TAG(52:2)_FA 18:2,-0.07697958516644805,9.973737114328548,0.027246842413660488,0.8688918955216955,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,474282.271484375,576523.5234375,728729.818359375,455644.0927734375,572832.7421875,653710.3525390625,552109.60546875,607948.05859375,500496.330078125,408352.490234375
TAG(52:2)_FA 20:0,0.04293938780869929,5.426437357407889,0.008503099796413949,0.9265294022063624,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,23711.281616210938,27441.20196533203,25601.28207397461,20607.161418914795,25363.041702270508,27821.94184112549,22367.701446533203,23021.44198989868,18293.321228027344,21178.581508636475
TAG(52:2)_FA 20:4,0.049077470499428226,5.254409396194942,0.011109230882084375,0.916058149260859,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,24178.201629638672,22248.501419067383,21842.7216796875,18193.001167297363,22558.18158340454,23783.84161376953,21200.64129638672,18451.241233825684,17358.02109527588,18906.641372680664
TAG(52:3)_FA 16:0,0.2957600224541883,7.391961344891276,0.40540052989672404,0.5243132952320096,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,68756.7846069336,160723.13412475586,142149.6911315918,82917.52606201172,79175.1456451416,87166.305908203125,122336.79022216795,112680.52960205078,54715.80435180664,29103.38217163086
TAG(52:3)_FA 16:1,-0.07090683054567574,8.221293492003932,0.02312116829398292,0.8791424014030115,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,116365.30834960938,218307.49908447263,245166.93560791016,126424.52960205078,184094.25341796875,179435.6328125,196124.1151123047,236472.0557861328,113175.48797607422,52742.22393798828
TAG(52:3)_FA 18:0,0.17734144615465133,6.195140660376852,0.1454667893357282,0.7029056543905184,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,30770.322296142574,71373.50550842285,49942.464111328125,31800.362426757812,38873.322357177734,40853.082748413086,49295.023864746094,44339.263122558594,27287.061866760258,21815.24156188965
TAG(52:3)_FA 18:1,0.10387297137037375,8.713453120718723,0.049835713490210765,0.8233493913960728,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,148373.8516845703,409551.1950683594,332597.78088378906,155965.90893554688,212227.95678710935,249802.59765625,299627.7021484375,294033.3848876953,141420.4697265625,99616.96630859376
TAG(52:3)_FA 18:2,-0.0831427544782377,9.883427653837408,0.0317787471722113,0.8585141223015537,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,329998.58154296875,599616.3811035156,914686.416015625,380616.9064941406,525458.7326660156,545050.9421386719,588633.21142578125,823178.6530761719,380297.4665527344,189423.09497070312
TAG(52:3)_FA 20:0,0.07611004715877022,5.153605738670851,0.026734236435913772,0.870119990664257,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,23680.261825561523,21235.621669769287,18447.0411529541,15957.381252288818,23566.5216217041,21542.98159790039,16068.661067962646,17313.8412399292,14751.941009521484,21066.94174194336
TAG(52:3)_FA 20:4,0.05003330009508289,5.994589343725063,0.011547373346047607,0.9144250839638083,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,34046.922912597656,35773.78318786621,48464.04363250733,32291.54208374023,35528.102447509766,40021.122482299805,31396.262176513672,40782.92328643799,30431.542694091797,22700.361526489258
TAG(52:4)_FA 16:0,0.7920854571931366,8.693613156531972,2.91355037184735,0.08783831224695705,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,291833.04205322266,296298.11993408203,386280.4926757813,343173.58142089844,164342.49194335938,135038.56939697266,307872.60388183594,166524.41067504883,164323.99084472656,53743.843322753906
TAG(52:4)_FA 16:1,0.30126680637786846,7.419837107041847,0.4206696826586267,0.516603074677896,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,73786.80438232422,158688.51040649414,143914.12951660156,85240.986328125,80699.06634521484,87583.44622802734,124252.78881835938,106950.94647216795,61419.54443359375,33587.76235961914
TAG(52:4)_FA 18:0,0.0542878796986593,5.233875094597634,0.013594984191711124,0.9071789945047947,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,23008.621490478516,25452.441970825195,20102.40138244629,17835.34112548828,24079.241790771484,21047.121475219727,20774.821601867676,20404.84117126465,16630.90104675293,16772.841339111328
TAG(52:4)_FA 18:1,0.22610997703474345,6.435155891335719,0.23668141927964825,0.6266133105228441,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,35718.062744140625,90479.3273010254,61291.62432861328,36201.24234008789,42704.72282409668,44213.86280822754,64278.82415771485,51422.04405212402,32952.0622253418,21887.541458129883
TAG(52:4)_FA 18:2,0.0013394177245574551,9.001975108149972,8.266395525424741e-6,0.9977059781306734,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,185427.33129882812,403520.1440429687,411099.626953125,216289.29663085935,240084.5576171875,323722.0458984375,342811.5217285156,374499.1022949219,207562.43481445312,143602.51147460938
TAG(52:4)_FA 20:0,0.1447452939086926,5.001919853530612,0.09683229359728784,0.7556646400151152,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,22327.861373901367,17869.121406555176,18535.741333007812,16200.001190185549,18791.24129486084,19804.941345214844,16059.321235656738,15053.40104675293,14177.50119781494,16226.041065216064
TAG(52:4)_FA 20:4,-0.06456975045130879,8.693935442313919,0.019176633831193612,0.8898612934884573,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,167506.13159179688,244584.93408203125,371441.4104003906,181585.673828125,223715.97290039065,265235.17822265625,222685.9189453125,306894.56103515625,207446.85668945312,107901.12768554688
TAG(52:5)_FA 16:0,0.2233461625533259,5.954063567853375,0.23091234480816072,0.6308481622413439,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,39267.82263183594,43819.643157958984,40849.02311706543,33693.7024230957,37503.78302001953,34762.64291381836,32152.3018951416,34794.702407836914,27355.741638183594,18274.68125152588
TAG(52:5)_FA 16:1,0.7500635158304975,8.694257758539086,2.6131633997010795,0.1059801628788424,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,295840.76287841797,295879.681640625,370536.2312011719,341312.6061401367,180906.49243164065,137933.44903564453,315260.76263427734,163066.15185546875,160753.5908203125,50212.423400878906
TAG(52:5)_FA 18:0,0.1848085921449143,6.0052819450488,0.1579941698919356,0.6910099897605602,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,39668.482971191406,45742.54328918457,38768.442878723145,34110.0029296875,46529.92367553711,39922.44291687012,28823.401779174805,34423.46203613281,23319.021575927734,23109.98175048828
TAG(52:5)_FA 18:1,0.16390418339223625,5.2236358217165835,0.12421371703559636,0.7245085599127531,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,22151.54133605957,22867.341506958008,22707.62173461914,21371.441440582275,22013.20188140869,21715.061531066895,19445.40135192871,18683.641227722168,16536.041275024414,17052.901161193848
TAG(52:5)_FA 18:2,0.0783946823357392,6.57388633832108,0.028368717315743197,0.8662448862319493,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,39781.54293823242,81896.26510620117,68460.32516479492,39835.82295227051,46578.04348754883,58002.56410217285,69225.8448638916,63076.80500793457,32017.42237854004,30046.48207092285
TAG(52:5)_FA 20:0,-0.058994667234441876,5.199337251918142,0.016007649500750176,0.8993192578239946,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,22046.041381835938,20191.021614074707,20039.181274414062,17490.28148651123,23338.261611938477,21655.441696166992,19902.661415100098,19477.72138595581,18159.341217041016,18212.04126739502
TAG(52:5)_FA 20:4,0.028246408990129136,7.564882228727875,0.003678709370433353,0.9516360690778198,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,69580.02502441406,141142.99060058594,169024.1089477539,75571.28497314453,94094.42657470705,128553.80865478516,108746.18676757812,135583.24835205078,77971.22491455078,53250.86358642578
TAG(52:6)_FA 16:0,0.09575368978087287,6.165333532576506,0.042338341754089015,0.836976178099487,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,40918.662536621094,43840.08361816406,45678.62356567383,40104.1630859375,46949.103515625,43812.04313659668,35191.12268066406,39771.66271972656,31541.242431640625,27044.741943359375
TAG(52:6)_FA 16:1,0.15846140608794834,6.057364476995874,0.11609939696643329,0.7333041296166561,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,41110.982849121094,48284.44351196289,42886.68354797363,33220.302154541016,44373.22253417969,37613.34275817871,33091.16256713867,37229.04261779785,30412.042053222656,19686.301383972168
TAG(52:6)_FA 18:0,0.06500983514925321,5.573093079413444,0.019501047731864674,0.8889395739475624,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,27310.52195739746,30067.602020263672,30998.801971435547,22737.921508789062,29924.582244873047,29586.142333984375,22786.101806640625,26413.042114257812,22038.62159729004,19661.501358032227
TAG(52:6)_FA 18:1,0.2653531373892109,6.086567510954727,0.3261623713849531,0.5679276088033818,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,45381.4637298584,51278.54330444336,37929.46241760254,37019.06256103515,47737.20263671875,42043.762634277344,31194.50260925293,34624.34230804443,22502.441535949707,25084.04136657715
TAG(52:6)_FA 18:2,0.023462527945890724,5.592196364380357,0.002537564208296317,0.959824162611659,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,28438.58197784424,27720.561737060547,29941.14192199707,22160.92137145996,29121.581573486328,31065.08184814453,25932.241989135742,27339.321990966797,18372.841194152832,24269.781951904297
TAG(52:6)_FA 20:0,-0.19470585739973245,6.117886338505554,0.1736599710755513,0.6768793506630698,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,38756.22282791138,46535.18362045288,36414.042976379395,29344.82213973999,43025.50246429443,45716.10371398926,50536.70352935791,33485.54260253906,40427.56327819824,19249.241325378414
TAG(52:6)_FA 20:4,0.06857501688839862,7.2553690596747415,0.021702652713429416,0.8828808659123462,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,71868.68505859375,105216.2080078125,109591.34704589844,75282.88525390625,84500.50622558594,98626.9072265625,83454.68634033203,93828.68658447266,64500.324951171875,56208.94396972656
TAG(54:0)_FA 16:0,0.01052554234988453,6.3011932641894814,5.105560426272859e-4,0.9819729435882711,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,41110.842864990234,51913.70341491699,51578.783935546875,40025.402976989746,54507.323822021484,51399.503479003906,39917.482513427734,45950.50296020508,34556.00274658203,24908.28192138672
TAG(54:0)_FA 16:1,0.01001322231344651,6.372426194479949,4.620563382786713e-4,0.9828503964911994,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,46719.9231262207,46393.88299560547,51520.62300109863,32567.622634887695,49762.684020996094,47167.14421081543,46433.92272949219,42783.823303222656,31019.342483520508,55846.78286743164
TAG(54:0)_FA 18:0,-0.0913681733116903,8.603122607786066,0.0383679863011821,0.8447060659082406,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,198024.95288085935,227883.07495117188,244745.8388671875,180291.35107421875,278044.1193847656,261753.55908203125,205364.83447265625,213239.4345703125,162601.3515625,167375.23364257812
TAG(54:0)_FA 18:1,-0.05401662760742418,6.047553751605993,0.013423228292481326,0.9077645622794863,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,36569.902099609375,35597.28219604492,40388.4831237793,34065.402587890625,45245.58296203613,37659.38269042969,33334.18228149414,39640.483139038086,31625.58218383789,28295.441986083984
TAG(54:0)_FA 18:2,0.04512515129540849,5.4244522418489565,0.009391306390625687,0.9227988577101006,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,25819.72169494629,25503.081756591797,25336.80172729492,21278.641563415527,27592.241981506348,26437.501976013184,21888.041595458984,22325.441619873047,19104.081413269043,19930.74153137207
TAG(54:0)_FA 20:0,-0.1196918174014602,8.066931649516166,0.06578651289828485,0.79757341496981,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,128066.38842773438,129408.36840820312,161584.55053710938,111170.40771484376,138183.74951171875,165052.97265625,136239.88940429688,139148.2088623047,128262.0887451172,207440.69458007812
TAG(54:0)_FA 20:4,0.0906387975653596,5.147245509290849,0.037927728397590954,0.8455883334552723,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,22943.4419631958,21048.341354370117,22270.581886291504,16789.221145629883,20421.521350860596,22586.861770629883,18812.961380004883,18512.34129333496,15918.921047210692,15270.841007232666
TAG(54:1)_FA 16:0,0.003580982774511915,6.2142228991078525,5.908542738097822e-5,0.9938669574836051,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,37747.44274902344,50855.64323425293,50168.90385437012,36288.46224975586,47217.123138427734,48625.023193359375,44977.32339477539,42659.422775268555,32150.461959838867,20897.961334228516
TAG(54:1)_FA 16:1,0.05034910181893985,6.589702594929229,0.011694145303408732,0.9138850579703016,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,51772.08386230469,70523.70458984375,63620.684631347656,44632.08312988281,62215.184509277344,65490.6435546875,49440.863708496094,56205.083984375,41429.74264526367,28184.80191040039
TAG(54:1)_FA 18:0,-0.07261819421070441,8.303912155188016,0.024249561397937214,0.8762515981151083,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,113902.5089111328,247289.85821533203,259115.49700927737,126001.52642822266,213593.9735107422,182551.5137939453,200915.19567871097,249965.67462158203,114737.1685180664,58759.14434814453
TAG(54:1)_FA 18:1,-0.07717745011016462,9.197906833552867,0.02738679466710886,0.8685586659816598,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,288859.93896484375,358750.0615234375,384628.97021484375,265205.0986328125,407368.4497070313,385332.3310546875,308246.3212890625,324549.86181640625,261524.5205078125,246692.72021484375
TAG(54:1)_FA 18:2,-0.023033800000219245,6.393571902005679,0.0024429186154293347,0.9605798960297203,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,48462.50344848633,44597.30334472656,55870.70361328125,39113.20248413086,52492.704040527344,53540.62371826172,44122.72326660156,45025.12350463867,39881.122802734375,38056.022705078125
TAG(54:1)_FA 20:0,-0.011054838121429789,8.0168933177418,5.629117181342735e-4,0.9810713577646291,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,80341.7866821289,100954.00762939452,165362.3503112793,76236.52542114258,108112.92868041992,99145.00567626952,100229.02499389648,137734.64874267578,73504.14639282227,400722.0986328125
TAG(54:1)_FA 20:4,0.1040365013133467,5.131436151420233,0.049983177514653754,0.8230925487120974,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,22712.521675109863,22661.021522521973,19111.58131408691,15947.921394348145,22749.70147705078,19298.361282348633,17581.921447753906,18026.761405944824,14879.200904846191,18336.181282043457
TAG(54:2)_FA 16:0,0.019204794241469567,6.333294531136943,0.0017000814343646198,0.967110908143075,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,40767.423278808594,54999.643966674805,56586.36357116699,39819.86279296875,47452.18338012695,48308.66384887695,55249.12413024902,49028.34327697754,33902.762451171875,21361.941467285156
TAG(54:2)_FA 16:1,-0.05774021842038065,6.214150275395332,0.015336303037372545,0.9014420962159989,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,34263.38201904297,53607.56362915039,47515.64342498779,35259.86260986328,45222.50305938721,48759.66395568848,49498.72360229492,44113.70344543457,31947.742080688477,21252.68148803711
TAG(54:2)_FA 18:0,0.025724998651639686,9.22643772560738,0.003051151714316802,0.9559494679650995,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,218395.5548095703,508819.67810058594,517921.45959472656,227938.43432617188,350548.9871826172,348156.40393066406,397332.8887939453,469779.0932617187,206214.17602539065,108722.66784667967
TAG(54:2)_FA 18:1,-0.026372302395177762,8.464822595377946,0.0032023188691709947,0.9548725694429786,0.999895263293433,4,5,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ 5xFAD | Brain Region_ diencephalon,TAG,128535.6473388672,273998.6813354492,300970.60040283203,145222.6498413086,238424.47680664065,198836.25427246097,216521.6539306641,280496.1036376953,124364.72985839844,67883.14465332031
