lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023
TAG(52:3)_FA 18:2,0.7714553677887722,10.063329759149227,1.609957884895266,0.20449772228794036,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,827937.5314941406,547351.2155761719,500839.0146484375,713471.92919921875,529112.609375,345203.22119140625,325696.0048828125,527859.470703125,189423.09497070312
TAG(52:3)_FA 20:0,0.41882250189729214,5.507422873659609,0.4875488554813501,0.4850227459894673,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,31721.94241333008,24724.361854553223,19410.941284179688,21189.92179107666,16282.10117340088,20172.001182556152,18422.64125061035,17624.521324157715,21066.94174194336
TAG(52:3)_FA 20:4,0.35495741822250026,6.187900650989523,0.3518047582691679,0.5530932739079035,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,47186.4434967041,33723.161880493164,33717.52233886719,40808.12351226807,30004.702087402344,33337.362701416016,31918.48226928711,31678.142204284668,22700.361526489258
TAG(52:4)_FA 16:0,0.6529271500793234,8.48505932723897,1.1643070328627805,0.2805740873601437,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,153076.72967529297,126619.0694580078,179623.23266601562,331366.7458190918,228718.63696289065,98758.26654052734,165953.6903076172,166717.4893798828,53743.84332275391
TAG(52:4)_FA 16:1,0.48969011918077704,7.3118376891116,0.6631301113975494,0.41545706638646285,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,82019.96499633789,64608.58450317383,77890.10540771484,123000.07043457033,80952.5456237793,61603.24487304688,68793.40466308594,73200.16549682617,33587.76235961914
TAG(52:4)_FA 18:0,0.33916595834711305,5.4233529596595496,0.3215319736477473,0.5706884362182738,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,32445.56248855591,20689.66148376465,18855.241207122803,17731.56137084961,16743.80121612549,19658.40145874023,19292.961456298828,17306.141162872314,16772.841339111328
TAG(52:4)_FA 18:1,0.3967679445704844,6.446022679724754,0.43827602262672394,0.5079557216029414,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,52369.063552856445,37341.40280151367,44641.58337402344,53830.38371276856,36599.58288574219,38635.422790527344,36006.8025970459,40813.08278656006,21887.541458129883
TAG(52:4)_FA 18:2,0.38624170278982983,9.130810004633254,0.41566500673798146,0.5191080859369026,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,292525.62060546875,242604.97583007807,289770.40234375,344618.080078125,266450.45947265625,226977.39575195312,210005.7138671875,307205.5046386719,143602.51147460938
TAG(52:4)_FA 20:0,0.30208767548108845,5.236654803702716,0.25571911807173797,0.6130765512496452,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,25288.441696166992,20793.381370544437,16674.00122833252,14045.221000671389,14615.621078491213,19482.821437835693,15987.461250305176,14218.601016998293,16226.041065216064
TAG(52:4)_FA 20:4,0.5827258893872425,8.850133440562042,0.9324902314983773,0.33421667492180185,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,293926.38415527344,217624.05615234372,215362.0751953125,298041.4766845703,243981.9600830078,165937.05200195312,177167.0115966797,217983.7130126953,107901.12768554688
TAG(52:5)_FA 16:0,0.43110908739186227,6.13044608633837,0.5161447384806017,0.47249087614564544,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,53380.18399047852,30199.102294921875,31886.02222442627,34846.4822845459,33968.022216796875,30773.5419921875,31239.262237548828,29122.34218597412,18274.68125152588
TAG(52:5)_FA 16:1,0.6669334560163077,8.49662597291758,1.2134493601888607,0.2706500593226275,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,157417.9696044922,122838.70867919922,189814.874420166,332855.8861694336,223450.4559249878,105376.20874023438,164737.4913330078,162904.9909362793,50212.423400878906
TAG(52:5)_FA 18:0,0.28249443849912376,6.237356538360078,0.22394036166247133,0.6360538235071684,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,55923.62356567383,43090.24266052246,32935.0821685791,30033.022048950195,27976.72177886963,38190.402893066406,37153.86248779297,28693.522003173828,23109.98175048828
TAG(52:5)_FA 18:1,0.32309494592538623,5.519859357826161,0.2921098983885031,0.588871619559476,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,33004.44218444824,19245.141189575195,21993.801696777344,19308.80139160156,18773.641326904297,22700.38143157959,19047.38119506836,19107.18105316162,17052.901161193848
TAG(52:5)_FA 18:2,0.306024685083496,6.571878909285599,0.2623846721087941,0.6084865662424623,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,51139.40380859375,42622.96299743652,48213.96298217773,54411.183685302734,38655.86224365234,41780.86309814453,35587.3025970459,51621.38415527344,30046.48207092285
TAG(52:5)_FA 20:0,0.34173801220635724,5.502607404661103,0.3263709853270029,0.5678038377369967,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,31972.76260375977,22330.861709594727,21663.781295776367,18361.62126922607,16359.98104095459,20341.52124023437,22114.381622314453,16800.96124267578,18212.04126739502
TAG(52:5)_FA 20:4,0.3189742283462468,7.8101530573253575,0.28481853284574754,0.5935602319985324,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,125618.1890258789,90937.94732666016,109232.20733642578,134374.66760253906,113329.2882080078,87669.02642822266,76797.62530517578,144221.88916015625,53250.86358642578
TAG(52:6)_FA 16:0,0.30778330971885565,6.398748739976857,0.2653751954733252,0.6064511399833139,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,51753.863830566406,40573.762786865234,36302.14266967773,46080.462890625,38963.742767333984,38569.08288574219,39966.32278442383,35971.7419128418,27044.74194335937
TAG(52:6)_FA 16:1,0.3422743839925813,6.278974936607309,0.3274043587732649,0.5671915077809541,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,54554.72338867188,36788.762634277344,37216.02305603027,35911.422607421875,34253.80218887329,37981.16297912598,35380.262634277344,32185.922119140625,19686.301383972168
TAG(52:6)_FA 18:0,0.23771085718075274,5.751358333238872,0.15903559193611727,0.6900459800772762,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,33903.24234008789,24548.182083129883,22341.58158874512,27533.66192626953,24301.44174194336,27547.361862182617,23098.0817565918,23819.96173095703,19661.501358032227
TAG(52:6)_FA 18:1,0.2232527811190767,6.347053366010988,0.14041722474064477,0.7078665862921459,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,58483.80349731445,43123.60321044922,35762.72206115723,29127.842239379883,34437.00233459473,44120.08309173584,39269.922760009766,31837.5818939209,25084.04136657715
TAG(52:6)_FA 18:2,0.4674301038277816,5.837416373762291,0.6051597022384387,0.4366161102766308,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,37519.182861328125,28204.862197875977,27742.18211364746,25105.96174621582,24081.521911621097,24955.78163909912,22003.38150787353,22808.26173400879,24269.781951904297
TAG(52:6)_FA 20:0,-0.03701254669463618,6.305263785572336,0.003921239635019447,0.9500692604395321,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,54726.18363952637,37515.06217956543,32072.86208343506,31037.342544555664,31926.462120056152,54357.32280731201,37391.18241882324,35862.043380737305,19249.241325378414
TAG(52:6)_FA 20:4,0.20806837552564825,7.478999484500138,0.12209187659846066,0.7267766627296105,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,89773.38586425781,76092.06561279297,90529.2861328125,89492.66613769531,82022.94641113281,79387.80554199219,74305.425537109375,99630.88763427734,56208.94396972656
TAG(54:0)_FA 16:0,0.28874310617283516,6.491740765160515,0.2338613317228918,0.6286753732587472,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,61501.96423339844,39603.98303222656,36622.342056274414,53063.40310668945,41026.443115234375,43926.6628112793,37165.54281616211,43350.58354187012,24908.28192138672
TAG(54:0)_FA 16:1,0.2890963227486062,6.548339542404361,0.2344273708019955,0.6282602558637017,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,46265.78330993652,52460.00380706787,35992.461975097656,46020.923011779785,38740.00245666504,38022.78244018555,38018.42277526856,42196.32276916504,55846.78286743164
TAG(54:0)_FA 18:0,0.32504113264031215,8.796022708146063,0.29563648609018855,0.5866309727223993,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,222229.39453125,202168.19287109372,206829.6357421875,243345.55737304688,221837.5563964844,202755.8740234375,207006.87426757807,179452.53198242188,167375.23364257812
TAG(54:0)_FA 18:1,0.2561524458835734,6.2158525650321,0.1844487615987589,0.667577595445104,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,44506.763122558594,33726.92250061035,30374.7820892334,37318.88275146485,37279.78251647949,33879.922607421875,34177.44259643555,33495.102600097656,28295.441986083984
TAG(54:0)_FA 18:2,0.32576418873908103,5.602620684464533,0.2969043322647166,0.585829666537753,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,33258.30227661133,26926.141983032227,18836.261207580566,22774.14160919189,20135.50154113769,22807.98149871826,22610.94146728516,18366.681434631348,19930.74153137207
TAG(54:0)_FA 20:0,0.36070861217609923,8.254453596745222,0.363173803976224,0.5467488478680412,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,143687.56909179688,130520.7490234375,128619.74829101562,153941.33129882812,140357.5302734375,126355.92919921876,127293.97021484376,110633.90795898438,207440.69458007807
TAG(54:0)_FA 20:4,0.3751535594812189,5.502393501833376,0.39239948951910697,0.5310408172799107,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,30286.622467041016,23723.78157043457,22021.36157989502,20030.98145294189,17745.28123474121,20699.02158355713,18698.881324768063,19846.5213432312,15270.841007232666
TAG(54:1)_FA 16:0,0.3613130512922884,6.353307859283825,0.3643576727336041,0.5460959997029701,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,49761.5036315918,37292.20294189453,36711.36289978027,50466.60383605957,38827.40235900879,38058.102783203125,32499.062744140625,39336.62289047241,20897.96133422852
TAG(54:1)_FA 16:1,0.3807815546801895,6.736100505467902,0.4041334980818191,0.5249622301826495,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,70763.40509033203,45456.76315307617,45495.563415527344,66016.56477355957,52512.903411865234,44794.92361450195,47891.46347045898,49200.103775024414,28184.80191040039
TAG(54:1)_FA 18:0,0.8767210301398372,8.555996246454104,2.0610391943209834,0.151107088533776,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,311654.77935791016,194102.85546875,168981.93225097656,279281.77978515625,181422.1708984375,126327.1683959961,126136.32836914062,149751.35107421875,58759.14434814453
TAG(54:1)_FA 18:1,0.3288049945435891,9.37787773000375,0.3024457770425215,0.5823531854231295,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,329084.0234375,298296.9194335937,303853.33935546875,366762.166015625,352011.083984375,309623.6845703125,308179.5419921875,263913.0170898437,246692.72021484372
TAG(54:1)_FA 18:2,0.3342631154264466,6.60895425113145,0.31243511502623267,0.5761897316131531,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,57647.44366455078,45381.762939453125,43390.08270263672,47422.64373779297,47832.94372558594,42853.923400878906,44414.70318603516,41050.66287231445,38056.022705078125
TAG(54:1)_FA 20:0,0.7713061739663832,8.261794239116663,1.609318129521853,0.2045876785608043,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,167864.70916748047,114780.6470336914,104597.30834960938,141985.69146728516,94689.38702392578,72514.78509521484,76218.82550048828,92667.44766235352,400722.0986328125
TAG(54:1)_FA 20:4,0.45739811468722236,5.482109905737704,0.5798706832858729,0.4463630134168421,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,35388.38258743286,20967.361541748047,22153.50154113769,17403.58095550537,15321.301124572754,18095.0213508606,20325.14144897461,16725.80114364624,18336.181282043457
TAG(54:2)_FA 16:0,0.4387773775214026,6.442341983442751,0.5343821646765718,0.4647703106889058,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,61380.265045166016,41495.52339935303,38842.78291320801,47259.2229309082,42418.70301818848,38449.14273071289,32541.382553100582,41932.64297485352,21361.94146728516
TAG(54:2)_FA 16:1,0.2773362265782945,6.349011268809755,0.2159135753913688,0.6421713662105004,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,46074.00286865234,38126.90225219727,34171.442962646484,52157.0436706543,39359.92265319824,39636.90255737305,32688.682693481445,41436.002838134766,21252.68148803711
TAG(54:2)_FA 18:0,0.7355507642678845,9.430330400469037,1.4678846025718144,0.22567975254821804,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,502143.0733642578,342082.6280517578,320027.94091796875,524570.1981201172,326477.40393066406,250705.73583984372,271993.35681152344,271002.1770019531,108722.66784667967
TAG(54:2)_FA 18:1,0.8450358550373922,8.745864573455206,1.9199027759768796,0.16586737865481804,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,334893.90283203125,226210.85467529297,193085.83624267575,311782.2824707031,219686.1563720703,140130.189453125,146011.18994140625,180038.6323852539,67883.14465332031
TAG(54:2)_FA 18:2,0.3238398617128513,9.345724064940491,0.29348093212956883,0.5879984537529033,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,335567.72509765625,287214.0405273437,304934.5615234375,338242.025390625,338522.50048828125,286439.92138671875,300319.6381835937,278054.0986328125,239677.51708984372
TAG(54:2)_FA 20:0,0.35744137061549824,6.494037630902681,0.35668883178846067,0.5503509492005451,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,56485.34338378906,39770.90267944336,46068.86297607422,43339.66342163086,34206.242027282715,37974.44271850586,38567.86225891113,40777.46238708496,34607.30210876465
TAG(54:2)_FA 20:4,0.31966168124489686,5.755416672726839,0.2860073170288615,0.5927905702141956,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,26845.282012939453,26133.56172180176,25431.18186950684,28865.06223297119,21244.661529541016,23959.00160217285,24750.70181274414,20970.101501464844,26022.62197875977
TAG(54:3)_FA 16:0,0.6221342140139138,7.800227106647735,1.0596241385946996,0.30330092586648666,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,101800.08758544922,79847.20506286621,120291.16843414308,186989.65314483643,143982.11079406738,65030.56454467773,105464.44818115234,106553.30844116212,19306.281204223636
TAG(54:3)_FA 16:1,0.3752309561997519,6.470310644353751,0.3925868611381703,0.530942762444631,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,58209.72457885742,45183.84342956543,39162.68326568604,45550.34336090088,45527.94332885742,38810.52328491211,36665.122497558594,43785.10304260254,20439.48164367676
TAG(54:3)_FA 18:0,0.6296652518062487,8.216946489608748,1.0848008720890903,0.2976260452824893,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,142159.48895263672,124142.48889160156,174943.01275634766,226354.39770507807,140637.0892944336,119659.94885253906,118585.88891601562,119398.90802001952,57040.36401367188
TAG(54:3)_FA 18:1,0.7522934812748986,9.585400064029518,1.5333769890639815,0.215606325614759,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,539193.123046875,398221.4025878906,356805.22692871094,590274.8620605469,370625.580078125,281866.5368652344,284852.1376953125,309827.6998291016,117903.888671875
TAG(54:3)_FA 18:2,0.7466078667059596,8.664266041214503,1.5109774978191126,0.21898998945425938,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,330797.7265625,209410.09497070312,186993.85095214844,253999.2169189453,200656.93627929688,139631.1298828125,132707.97033691406,189676.95239257807,67268.484375
TAG(54:3)_FA 20:0,0.41614822388517736,5.588448137855076,0.48143982028727805,0.487770860053945,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,38863.36276245117,21670.261878967285,22261.18147277832,20193.28131103516,17921.441375732422,21273.9617767334,19631.48137664795,19961.641471862797,18522.40110015869
TAG(54:3)_FA 20:4,0.2209390944137734,7.394017321846844,0.1375478486665287,0.7107310551521197,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,92758.8663330078,76703.145263671875,76978.826171875,77704.22540283203,72962.5048828125,72787.525146484375,82037.64538574219,75702.16516113281,72300.446044921875
TAG(54:4)_FA 16:0,0.6297217891187225,10.922553830241348,1.0850101822870784,0.2975794415980864,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,697085.7416381836,622604.1403198242,1126607.6694335938,1739709.1236190796,1388914.760635376,476601.850402832,1043576.3407897948,934467.67333984375,22971.2013092041
TAG(54:4)_FA 16:1,0.5837869076942432,7.808264176775434,0.9358002995622883,0.33336024261727615,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,103087.38746643066,87895.36636352539,121257.72845458984,179125.6703338623,138870.18963623047,69857.74540710449,107853.5283203125,106077.62731933594,19888.46141052246
TAG(54:4)_FA 18:0,0.7440603681295953,8.604164182570644,1.500994397150862,0.22051842105830224,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,164797.97247314453,135905.24827575684,232389.89947509769,333165.6428527832,225980.035736084,123363.96942138672,158608.2724609375,163982.5503540039,61425.82455444336
TAG(54:4)_FA 18:1,0.6781933726068354,8.35599350604834,1.253643393710263,0.2628577480459841,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,151365.13177490234,137902.3900756836,181518.7935180664,274707.56146240234,168291.67291259766,128245.72814941406,118749.62786865234,138049.5082397461,59419.984802246094
TAG(54:4)_FA 18:2,0.6632631043557231,9.531076619249625,1.2004896613761955,0.27322383272755135,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,528546.5354003906,363674.7624511719,367272.3674316406,483229.2902832031,348359.81091308594,273544.3376464844,260268.7990722656,343388.64111328125,129114.490234375
TAG(54:4)_FA 20:0,0.8473960657747319,5.678533427938193,1.9300445550015866,0.1647535704358435,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,39591.06329345703,26062.182106018063,20655.581504821777,35829.18310546875,25732.341796875,21296.98156738281,17541.681030273438,14288.781044006348,16650.241081237793
TAG(54:4)_FA 20:4,0.4355030589952266,9.072882476717941,0.5265918963492595,0.468043231809575,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,286349.8806152344,237999.39599609372,240867.67700195312,295954.18017578125,279112.12060546875,213321.13525390625,226815.99462890625,222657.8779296875,243623.19775390625
TAG(54:5)_FA 16:0,0.6413117793216478,8.638484388909063,1.1242808735987642,0.2889985349348737,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,177548.65280151367,143375.68939208984,215489.03466033936,355459.06413269043,259659.8567047119,108910.04760742188,198162.5139770508,189198.97453308103,18004.6812210083
TAG(54:5)_FA 16:1,0.6404475185040545,10.880031693726409,1.1213419183623046,0.2896296876228492,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,703710.97021484375,607009.7640380859,1112212.2109222412,1679162.5775756836,1309375.7333374023,458364.3364868164,1029688.0457763672,883761.4176635742,21322.941482543945
TAG(54:5)_FA 18:0,0.5505944127244548,6.26824269034485,0.8344813255007466,0.3609798996054965,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,58223.28410339356,34793.76226043701,40871.70283508301,38742.02313232422,32161.922355651852,33835.20211791992,30595.68214416504,30512.981964111328,18872.14123535156
TAG(54:5)_FA 18:1,0.7299304021332796,8.669247472806969,1.4461887031538936,0.22914049323440375,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,170459.23095703125,147876.70935058594,232956.3745727539,356525.4869995117,240532.93701171875,125232.34924316406,171505.01043701172,173201.57061767578,64764.24411010742
TAG(54:5)_FA 18:2,0.6154892007951798,8.315934212138274,1.037654373737496,0.3083676306796635,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,155605.0128173828,136537.74786376953,187689.43450927731,231401.0723876953,151117.91259765625,124497.96887207033,118178.9476928711,142856.2505493164,60572.64437866211
TAG(54:5)_FA 20:0,0.2298409080435577,5.874773073491777,0.1487581088160823,0.6997249900514483,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,45919.12310028076,30057.102256774902,27462.62189102173,19119.001216888428,21118.42147064209,28502.44175720215,32148.60205078125,22382.821403503414,17917.581367492676
TAG(54:5)_FA 20:4,0.8562920659965233,9.331003715398966,1.969527066044975,0.1604980701821611,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,468562.5863037109,313610.7205810547,278097.1580810547,394880.5711669922,272745.73876953125,181505.2713623047,184841.83337402344,260295.28088378903,341073.00817871094
TAG(54:6)_FA 16:0,0.4816111260970556,6.886386670991334,0.6418045025775427,0.42305811509009583,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,72266.666015625,52722.92401123047,57772.92416381836,70601.10455322266,60709.82421875,45729.54315185547,50666.30374145508,54447.20388793945,28894.021728515625
TAG(54:6)_FA 16:1,0.6228951075137218,8.572375144968145,1.062166522082407,0.30272157117983123,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,178429.11065673828,139101.7283935547,199062.13513183597,333877.7280883789,247898.7982788086,108862.24670410156,198789.49465942383,170078.6316986084,20387.70156097412
TAG(54:6)_FA 18:0,0.35645845620305155,6.318693054629928,0.35475178279239117,0.5514355081789672,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,45549.48318481445,42682.52322387695,37230.56243896485,40021.34326171875,36878.68273925781,39620.083435058594,34879.602600097656,31418.121948242188,25229.681915283203
TAG(54:6)_FA 18:1,0.5178072458009672,6.2923414364838886,0.7398854365537773,0.38969757934007104,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,58297.82418823242,33432.50233459473,38194.20291137695,43920.86276245117,34682.242279052734,34801.62240600586,33051.10221862793,29819.002197265625,20671.58152770996
TAG(54:6)_FA 18:2,0.6069657179819861,8.489966785266436,1.0097852224862436,0.3149542985501907,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,179413.7114868164,140999.86791992188,208894.27600097656,280226.0388183594,175317.99224853516,124920.26696777344,146973.68963623047,169552.41311645508,55558.423278808594
TAG(54:6)_FA 20:0,0.3671783064561482,5.2722147581897705,0.3760951326107289,0.5397004999911886,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,28408.76178741455,19060.68132019043,17533.78133392334,17407.56109237671,14701.801094055176,16590.901123046875,17842.001266479492,15996.14094543457,13981.66104888916
TAG(54:6)_FA 20:4,0.4331793727071263,7.913613462459808,0.521067964149097,0.4703864741221775,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,124739.69012451172,100544.82745361328,134933.7713623047,150557.0307006836,105735.6078491211,92965.3876953125,95932.2466430664,124537.30883789062,61396.84405517578
TAG(54:7)_FA 16:0,0.18967154899939462,7.137733298814601,0.10157646333209414,0.74994595591788,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,54952.02380371094,87529.24687194824,59744.78439331055,113983.64865112305,50588.92361450195,54648.683349609375,56709.38360595703,98046.62536621094,24206.761627197266
TAG(54:7)_FA 16:1,0.4617389615271809,6.882538610513288,0.5907960114701183,0.4421114710054573,0.999979992308429,5,3,Genotype_ 5xFAD | Brain Region_ hippo,Genotype_ WT | Brain Region_ hippo,TAG,70423.70489501953,54184.1438293457,56822.86373901367,68998.36505126953,61507.10452270508,43240.44338989258,56398.82421875,52287.88397216797,29374.701934814453
